sent_setpoint_Pset,sent_setpoint_Bset,Pset_pv,Pset_bess,P_grid,Pset_load,BESS_soc,Qset_pv,Qset_bess,Qset_load,Q_grid,reopt_calculated_pv_to_load,reopt_calculated_pv_to_battery,reopt_calculated_pv_excess,reopt_calculated_battery_to_load,reopt_calculated_battery_soc,reopt_calculated_grid_to_load,reopt_calculated_grid_to_battery,reopt_calculated_grid_consumption
136.34909475,150.0,186.99905,150.0,163.00095,-500.0,0.32111204,1.000001,1.0000007,0.9999976,-2.9999993,136.631,0.0,0.0,150.0,0.32005,213.369,0.0,213.369
125.24913800000002,150.0,125.24913,150.0,224.75085,-500.0,0.30838916,0.9999996,0.99999946,1.000002,-3.000001,125.257,0.0,0.0,150.0,0.31232,224.743,0.0,224.743
93.83199724999999,150.0,123.399,149.99997,226.60097,-499.99994,0.30065718,1.0000002,0.99999994,0.99999994,-3.0,93.97,0.0,0.0,150.0,0.2996,256.03,0.0,256.03
105.84005925,150.0,105.84006,150.0,244.15994,-500.0,0.2879346,0.9999996,0.99999946,1.000002,-3.0000012,105.773,0.0,0.0,150.0,0.29187,244.227,0.0,244.227
181.47219925,150.0,110.293976,150.00003,239.70613,-500.00012,0.28020483,0.9999992,1.0,1.0000013,-3.0000005,181.992,0.0,0.0,150.0,0.27914,168.008,0.0,168.008
189.67474,150.0,189.67474,150.0,160.32526,-500.0,0.26748005,0.99999934,0.99999946,1.000002,-3.0000007,189.706,0.0,0.0,150.0,0.27141,160.294,0.0,160.294
159.00777325,150.0,189.67474,150.0,160.32526,-500.0,0.2597488,0.99999946,0.9999996,1.0000015,-3.0000007,158.732,0.0,0.0,150.0,0.25869,191.268,0.0,191.268
208.16483775,0.0,208.16484,3.966511e-9,291.83514,-500.0,0.24949461,0.9999992,1.0,1.000002,-3.0000012,208.179,0.0,0.0,0.0,0.25975,291.821,0.0,291.821
205.04858275,-296.425,208.16484,3.6058423e-10,291.83514,-500.0,0.24949461,0.99999994,1.0,1.0000002,-3.0000002,204.673,0.0,0.0,0.0,0.26511,295.327,296.425,591.752
155.4559875,-300.0,155.456,-300.0,644.544,-500.0,0.27463892,0.99999946,1.0000012,1.000002,-3.0000026,155.047,0.0,0.0,0.0,0.26529,344.953,300.0,644.953
174.07753525,-152.831,155.456,-300.0,644.544,-500.0,0.29009467,1.0000002,0.9999997,0.99999934,-2.9999993,173.567,0.0,0.0,0.0,0.28269,326.433,152.831,479.264
211.23444899999998,-26.277,211.23445,-26.277,315.04254,-500.0,0.30100805,0.9999992,1.0000001,1.000002,-3.0000014,211.544,0.0,0.0,0.0,0.29148,288.456,26.277,314.733
219.834587,-285.978,211.7407,-41.570374,329.8292,-499.9995,0.3023618,0.99999875,1.0000021,0.9999998,-3.0000007,219.783,0.0,0.0,0.0,0.31607,280.217,285.978,566.1949999999999
155.5237525,-300.0,155.52376,-300.0,644.47626,-500.0,0.32680658,0.99999946,1.0000012,1.000002,-3.0000026,155.425,0.0,0.0,0.0,0.31816,344.575,300.0,644.575
104.03718500000001,-129.961,155.52376,-300.0,644.47626,-500.0,0.34225628,0.99999946,1.0000012,1.0000019,-3.0000026,103.815,0.0,0.0,0.0,0.33365,396.185,129.961,526.146
116.72888250000001,-3.523,116.72888,-3.523,386.79413,-500.0,0.35123542,0.9999996,1.0,1.000002,-3.0000017,116.76,0.0,0.0,0.0,0.34244,383.24,3.523,386.76300000000003
154.404655,0.0,118.947556,-3.3155372,384.36807,-500.00006,0.35141683,1.0,1.0000001,0.9999991,-2.9999993,154.492,0.0,0.0,0.0,0.35124,345.508,0.0,345.508
112.81728824999999,150.0,112.81729,150.0,237.18271,-500.0,0.3489451,0.9999996,0.99999946,1.000002,-3.000001,112.464,0.0,0.0,150.0,0.34263,237.536,0.0,237.536
101.67941275,150.0,112.16139,149.99998,237.8386,-499.99997,0.34122026,0.9999997,0.99999946,1.0000018,-3.000001,101.646,0.0,0.0,150.0,0.34015,248.354,0.0,248.354
103.29174400000001,150.0,103.29174,150.0,246.70825,-500.0,0.32849056,0.9999997,0.99999946,1.000002,-3.0000012,102.947,0.0,0.0,150.0,0.33243,247.053,0.0,247.053
130.91330725,150.0,104.91835,150.00002,245.08168,-500.00006,0.320768,1.0,1.0000004,0.99999934,-2.9999998,131.092,0.0,0.0,150.0,0.3197,218.908,0.0,218.908
134.21434075,150.0,134.21434,150.0,215.78566,-500.0,0.30803603,0.9999996,0.99999946,1.000002,-3.000001,134.237,0.0,0.0,150.0,0.31198,215.763,0.0,215.763
112.36609875,150.0,132.92772,149.99998,217.07227,-499.99997,0.3003162,1.0000005,1.0000002,0.999999,-2.9999998,112.553,0.0,0.0,150.0,0.29924,237.447,0.0,237.447
118.78934674999999,150.0,112.3661,150.0,237.6339,-500.0,0.28758147,0.9999996,0.99999946,1.000002,-3.000001,118.595,0.0,0.0,150.0,0.29153,231.405,0.0,231.405
127.518719,150.0,112.3661,150.0,237.6339,-500.0,0.27986166,1.0000002,1.0000004,0.999999,-2.9999995,127.157,0.0,0.0,150.0,0.27879,222.843,0.0,222.843
119.47872375,150.0,119.47872,150.0,230.52127,-500.0,0.26712695,0.9999996,0.99999946,1.000002,-3.000001,119.08,0.0,0.0,150.0,0.27107,230.92,0.0,230.92
144.4322955,150.0,120.94822,150.00002,229.05182,-500.00006,0.2594081,1.0000002,1.0000006,0.99999833,-2.9999993,144.543,0.0,0.0,150.0,0.25834,205.457,0.0,205.457
