pv_to_load_series_kw,pv_to_storage_series_kw,pv_to_grid_series_kw,pv_curtailed_production_series_kw,storage_to_load_series_kw,soc_series_fraction,grid_to_load_series_kw,grid_to_battery_series_kw,cost_per_timestep
195.75253295898438,0.0,0.0,0,0.0,0.259764,304.24652099609375,30.441253662109375,0.3346877861022949
205.5725860595703,0.0,0.0,0,0.0,0.303413,294.4274139404297,499.9999542236328,0.7944273948669434
205.5725860595703,0.0,0.0,0,0.0,0.327845,294.4274139404297,499.9999542236328,0.7944273948669434
210.8334503173828,0.0,0.0,0,4.186462287947279e-9,0.341534,289.1665344238281,0.0,0.2891665363311767
211.0462646484375,0.0,0.0,0,3.31784333340579e-9,0.341534,288.95373534824466,0.0,0.28895376205444334
217.2248077392578,0.0,0.0,0,120.0,0.339239,162.7751922607422,0.0,0.24416279554367065
217.2248077392578,0.0,0.0,0,120.0,0.333379,162.7751922607422,0.0,0.24416279554367065
204.09695434570312,0.0,0.0,0,120.0,0.322876,175.90304565429688,0.0,0.26385456562042237
204.09695434570312,0.0,0.0,0,120.0,0.317015,175.90304565429688,0.0,0.26385456562042237
136.33938598632812,0.0,0.0,0,120.0,0.306512,243.66061401367188,0.0,0.36549093246459957
136.33938598632812,0.0,0.0,0,120.0,0.30065,243.66061401367188,0.0,0.36549093246459957
74.6622543334961,0.0,0.0,0,120.0,0.290148,305.3377456665039,0.0,0.4580066728591919
76.63113403320312,0.0,0.0,0,120.00001525878906,0.284289,303.36891174316406,0.0,0.4550534105300903
95.99762725830078,0.0,0.0,0,120.0,0.273785,284.0023498535156,0.0,0.4260035419464111
107.75951385498047,0.0,0.0,0,120.00007629394531,0.267923,272.24071502685547,0.0,0.40836108684539796
211.3809814453125,0.0,0.0,0,4.144066867439733e-9,0.259723,288.61901855054344,0.0,0.28861902236938475
211.61105346679688,0.0,0.0,0,4.7764663335669866e-9,0.259723,288.3889465284267,0.0,0.2883889675140381
216.51422119140625,0.0,0.0,0,4.144065535172103e-9,0.259723,283.4857788044497,0.0,0.2834857749938965
216.51422119140625,0.0,0.0,0,0.0,0.259723,283.48577880859375,0.0,0.2834857749938965
76.90644836425781,0.0,0.0,0,4.144102394576521e-9,0.259723,423.0935516315981,0.0,0.42309356689453126
80.9188461303711,0.0,0.0,0,0.0,0.259723,419.08032989501953,30.44103240966797,0.4495213508605957
138.16905212402344,0.0,0.0,0,0.0,0.303405,361.83094787597656,499.99998474121094,0.8618309211730957
138.16905212402344,0.0,0.0,0,0.0,0.327801,361.83094787597656,499.99998474121094,0.8618309211730957
208.74667358398438,0.0,0.0,0,4.099852013439431e-9,0.3415,291.2533264119158,0.0,0.29125333786010743
208.74667358398438,0.0,0.0,0,4.127751029869842e-9,0.3415,291.2533264118879,0.0,0.29125333786010743
137.9112548828125,0.0,0.0,0,120.0,0.339198,242.0887451171875,0.0,0.3631331205368042
140.37506103515625,0.0,0.0,0,120.0000228881836,0.333342,239.6249771118164,0.0,0.3594374871253967
186.99905395507812,0.0,0.0,0,120.0,0.322834,193.00094604492188,0.0,0.2895014190673828
186.99905395507812,0.0,0.0,0,120.0,0.31698,193.00094604492188,0.0,0.2895014190673828
125.24913024902344,0.0,0.0,0,120.0,0.30647,254.7508544921875,0.0,0.382126293182373
125.24913024902344,0.0,0.0,0,120.0,0.300617,254.7508544921875,0.0,0.382126293182373
93.83200073242188,0.0,0.0,0,120.0,0.290107,286.1679992675781,0.0,0.4292520189285278
93.83200073242188,0.0,0.0,0,120.0,0.284253,286.1679992675781,0.0,0.4292520189285278
181.47219848632812,0.0,0.0,0,120.0,0.273743,198.52780151367188,0.0,0.29779169797897337
181.47219848632812,0.0,0.0,0,120.0,0.267891,198.52780151367188,0.0,0.29779169797897337
159.0077667236328,0.0,0.0,0,120.0,0.257379,220.9922332763672,0.0,0.22099223613739014
161.71900939941406,0.0,0.0,0,112.93330383300781,0.251529,225.3475341796875,0.0,0.22534754276275634
155.45599365234375,0.0,0.0,0,4.001579068102501e-9,0.251506,344.54400634365464,0.0,0.3445440101623535
155.45599365234375,0.0,0.0,0,5.009400894095961e-9,0.251506,344.54400634264687,0.0,0.3445440101623535
211.2344512939453,0.0,0.0,0,0.0,0.261128,288.7655487060547,500.0,0.7887655448913574
211.2344512939453,0.0,0.0,0,0.0,0.285498,288.7655487060547,500.0,0.7887655448913574
155.5237579345703,0.0,0.0,0,0.0,0.32931,344.4762420654297,499.9999542236328,0.8444761848449707
