pv_prod_factor,wind_prod_factor
0.52152,0
0.535183,0
0.420221,0
0.067134,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.163504,0
0.503361,0
0.548734,0
0.519206,0
0.489517,0
0.492023,0
0.520792,0
0.536101,0
0.427808,0
0.078508,0
0,0
0,0
0,0
0,0
0,0.249370417
0,0.07325173
0,0.013127894
0,0.003801479
0,0
0,0
0,0
0,0
0,0
0,0
0.163135,0
0.498034,0
0.541952,0
0.515371,0
0.487205,0
0.489399,0
0.520857,0
0.530245,0
0.348147,0
0.068611,0
0,0.005995751
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.153133,0
0.484085,0
0.334933,0
0.517481,0
0.488668,0
0.489079,0.006647596
0.518207,0.001049005
0.534675,0.007609447
0.433537,0.014549487
0.092822,0.011138856
0,0.033960211
0,0.043925141
0,0.034615832
0,0
0,0
0,0.011144623
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.169406,0
0.524548,0
0.560244,0
0.530943,0
0.499118,0
0.499079,0
0.527333,0
0.544847,0
0.445676,0
0.101805,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.011120271
0,0
0,0
0,0
0,0.027825934
0,0
0.158718,0
0.491215,0.02398651
0.539979,0.028830176
0.513266,0.063089122
0.487143,0
0.408781,0
0.434754,0.014432506
0.53927,0.058872071
0.351698,0.698726943
0.10736,0.960711455
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,0.132797611
0,0
0,0
0,1
0,1
0,1
0,1
0.17091,1
0.521927,1
0.557853,1
0.524591,1
0.497189,1
0.49917,1
0.52816,1
0.542624,1
0.450017,1
0.109522,1
0,1
0,1
0,1
0,0.949177876
0,0.061306165
0,0.031049391
0,0.049189451
0,0.041562297
0,0.029763404
0,0.030111427
0,0
0,0
0,0
0,0
0.178073,0
0.545976,0
0.582753,0
0.553742,0
0.520739,0
0.519401,0
0.547245,0
0.564498,0
0.474491,0
0.124474,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.172576,0
0.507494,0
0.556513,0
0.540051,0
0.511779,0
0.511358,0
0.54055,0
0.552848,0
0.296906,0
0.115035,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.00164,0
0.055896,0
0.18289,0
0.410825,0
0.37447,0
0.150542,0
0.046523,0
0.10206,0
0.026146,0
0,0
0,0
0,0.005182877
0,0.017675354
0,0.034679003
0,0.066874573
0,0.095547023
0,0.129258718
0,0.149642534
0,0.162186421
0,0.245553369
0,0.420865296
0,0.369801467
0,0.417595119
0.145516,0.222718054
0.448437,0.189050968
0.516472,0.051854626
0.515141,0
0.492836,0
0.493355,0.025199546
0.507177,0
0.502863,0.007388539
0.410607,0
0.107269,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.006048162
0,0.018481365
0,0.066822832
0,0.045487637
0,0.026408343
0,0.035531212
0,0.139116953
0,0.070946467
0.049885,0.67989759
0.024943,0.571012291
0.129108,0.014410998
0.324374,0.11766144
0.22432,0.021365723
0.359455,0.392697671
0.001435,1
0.456242,1
0.448098,0
0.124147,0
0,0.538802361
0,0.512550037
0,0.130406102
0,0.120552876
0,0.165221437
0,0.110156503
0,1
0,1
0,1
0,0.13731331
0,0.086845018
0,0
0,0
0,0
0.175072,0
0.202371,0
0.039998,0
0.236058,0
0.140106,0
0.093766,0
0.152035,0
0.274525,0
0.030494,0
0.010549,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.118578594
0,0.40919129
0,0.415322951
0.158796,0.541420253
0.489292,0.622210137
0.557114,0.35829304
0.549051,0.02756958
0.519871,0.320372367
0.519024,0
0.532183,0.059682998
0.539977,0
0.460254,0
0.134437,0
0,0.036949542
0,0.038376483
0,0.018736949
0,0.023281602
0,0
0,0.276633694
0,0.277805021
0,0.226266645
0,0
0,0
0,0
0,0
0,0
0,0
0.123807,0
0.371932,0.029832378
0.57605,0
0.397001,0.022522828
0.344544,0
0.324406,0.062062066
0.15911,0
0.105525,1
0.350851,1
0.004292,0.998213338
0,0.971895418
0,0.153923876
0,0.054477088
0,0.281973315
0,0.599396543
0,0.304173834
0,0.080915741
0,0.027690806
0,0.082773466
0,0.021742006
0,0.013171013
0,0.006700547
0,0
0,0
0.177434,0.00352981
0.254664,0
0.584101,0
0.566007,0
0.534331,0
0.533569,0
0.561793,0.020547164
0.586589,0
0.527549,0
0.163415,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.203632,0
0.559939,0
0.598399,0
0.561773,0
0.531711,0
0.530526,0
0.557627,0
0.582876,0
0.530079,0
0.177465,0
0,0
0,0
0,0.022108473
0,0.069186564
0,0.011729153
0,0.01870724
0,0.075872281
0,0.244037714
0,0.186797334
0,0.374226561
0,0.187602713
0,0
0,0
0,0
0.192419,0
0.527052,0
0.576957,0.009719223
0.55564,0
0.529399,0.003010678
0.528582,0
0.556167,0.005262995
0.578145,0.010426145
0.354986,0.395219257
0.123756,1
0,0.071974334
0,0.025519502
0,0
0,0
0,0.123897109
0,0.365602824
0,0
0,0.427899007
0,0.044451481
0,0.367080171
0,0.622802846
0,0.002512643
0,0
0,0.000864923
0.183733,0.055433947
0.513338,0.109651587
0.577572,0
0.556114,0
0.533079,0.067344385
0.209905,0.137488604
0.247531,0.337534317
0.239442,0.0943392
0.151107,0.15448522
0.131868,0.131217037
0,0.44366288
0,0.549852873
0,0.888239368
0,0.283324883
0,0.228811206
0,0.102991079
0,0.028004017
0,0.014867319
0,0.079643165
0,0
0,0
0,0
0,0
0,0
0.211214,0
0.271611,0
0.594685,0
0.564359,0
0.537401,0
0.535772,0
0.563326,0
0.586527,0
0.533055,0
0.188031,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.096223,0
0.515993,0
0.57112,0
0.56523,0
0.539044,0
0.541153,0
0.570037,0
0.592521,0
0.541144,0
0.198721,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.151822,0
0.448945,0
0.612713,0
0.252175,0
0.332436,0
0.33135,0
0.576066,0
0.592874,0
0.536281,0
0.200038,0
0,0.001622724
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.219294,0
0.537354,0
0.585206,0
0.56051,0
0.533621,0
0.533316,0
0.556313,0
0.577858,0
0.528461,0
0.182527,0
0,0.189053382
0,0.972139938
0,1
0,1
0,1
0,1
0,0.992049864
0,1
0,0.992276424
0,0.07238523
0,0.034771911
0,0
0,0
0,0
0.193048,0
0.396365,0.016514261
0.535073,0
0.535784,0
0.523591,0
0.488898,0
0.518102,0
0.561794,0
0.460375,0.098341931
0.166994,0.30047371
0,0.650339085
0,0.717496087
0,0.768604343
0,0.402894613
0,0.247113117
0,0.513980202
0,0.18102178
0,0.441088926
0,0.105660455
0,0.09390328
0,0
0,0
0,0
0,0
0.21118,0
0.523221,0
0.577194,0
0.559425,0
0.534121,0
0.531639,0
0.554601,0.007868901
0.574118,0.007522288
0.522889,0.021344662
0.212089,0.04475125
0,0.09658111
0,0.145110231
0,0.098929293
0,0.106991998
0,0.073014446
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.218083,0
0.530097,0
0.580337,0
0.560811,0
0.535673,0
0.532827,0
0.551393,0
0.565601,0
0.516079,0.004308544
0.21088,0.039883658
0,0.068821292
0,0.087712369
0,0.0212711
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.221142,0
0.523807,0
0.568666,0
0.553613,0
0.530532,0
0.530325,0
0.556828,0
0.574534,0
0.526902,0
0.22385,0
0,0.011157458
0,0.024645891
0,0.009428172
0,0.002239804
0,0.016128017
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.246697,0
0.562396,0
0.600101,0
0.573456,0
0.5435,0
0.542334,0
0.56547,0
0.579541,0
0.525211,0
0.213987,0.020118764
0,0.071913733
0,0.061490356
0,0.032875764
0,0
0,0
0,0
0,0.133771802
0,0.152848553
0,0.124800574
0,0.138108478
0,0.000879416
0,0
0,0
0,0
0.266054,0
0.589384,0
0.632274,0
0.60039,0
0.57221,0
0.569635,0
0.591517,0.040935834
0.606473,0
0.556591,0
0.234551,0.024743738
0,0.034437741
0,0.010202735
0,0
0,0.083274738
0,0.140975286
0,0
0,0.044351023
0,0.00738164
0,0
0,0
0,0.036713735
0,0.021744005
0,0.12764087
0,0.003337547
0.259436,0
0.569183,0
0.613804,0
0.58592,0
0.558582,0.004863413
0.556522,0
0.576296,0.000299093
0.596272,0
0.546288,0.095517586
0.244616,0.065138971
0,0
0,0.016788991
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.264881,0
0.560133,0
0.589827,0
0.563404,0
0.540579,0
0.541168,0
0.56627,0
0.591363,0
0.538222,0
0.2544,0
0,0
0,0.001339844
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.267084,0
0.581802,0
0.63215,0
0.556099,0
0.410821,0
0.434375,0
0.491,0
0.606281,0
0.226512,0
0.128768,0
0,0
0,0.038433541
0,0
0,0
0,0.013401675
0,0.064805097
0,0.005212018
0,0
0,0.014260098
0,0
0,0
0,0
0,0
0,0
0.291336,0.024095535
0.617079,0.280886195
0.658922,0.03303316
0.630336,0.76188683
0.596158,1
0.581506,1
0.589471,1
0.609516,1
0.560405,1
0.238965,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0.023681,1
0.063371,1
0.161014,0.950122243
0.248543,0.15919933
0.119911,0.930570247
0.085598,0.962220021
0.05172,1
0.048467,1
0.014234,1
0.00216,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0.276277,1
0.579522,1
0.421446,1
0.479526,1
0.468437,1
0.392182,0.766425399
0.510858,0.589612828
0.562681,0.265608304
0.342183,0.290764426
0.115367,1
0,1
0,1
0,0.49707818
0,1
0,1
0,1
0,1
0,1
0,1
0,0.121311604
0,0
0,0.253080584
0,1
0,1
0.14603,1
0.340621,1
0.545656,0.470777834
0.283268,0
0.44321,0.028871441
0.446603,0
0.178605,0.004462985
0.306096,0.330400224
0.207054,0.487789961
0.043963,0.973464694
0,0.975814842
0,0.58270352
0,0.171828235
0,0.018871025
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.000661885
0,0.018792949
0,0
0.253459,0
0.540517,0.003747999
0.607493,0.043486859
0.5812,1
0.572885,1
0.500188,1
0.526692,0.970169844
0.447444,0.289113914
0.252564,0.143724902
0.238401,0.443597137
0,0.968137842
0,0.088614806
0,0.015574535
0,0.133273394
0,0
0,0.029264838
0,0.025080256
0,0
0,0
0,0
0,0.033932625
0,0.031139293
0,0.008736936
0,0.045901187
0.173015,0.04494455
0.453618,0
0.529972,0
0.615026,0.018720058
0.56975,1
0.614636,1
0.636339,0.985429721
0.604943,1
0.603965,1
0.314831,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,0.292080597
0,1
0,0.305102536
0,0.006013205
0,0
0.000286,0.973586784
0.338455,0.966036522
0.536443,0
0.581162,0
0.566724,0
0.56647,0
0.530438,0
0.597631,0
0.524896,0
0.574278,0
0.315518,0
0,0.023049614
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.000612,0
0.305819,0
0.622998,0
0.66145,0
0.589206,0
0.601891,0
0.609937,0
0.634912,0
0.642676,0.004871976
0.589246,0.010019089
0.316273,0
0,0.126445518
0,0.241676856
0,0.433751432
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,0.970231916
0,0.112955305
0.000297,0.036507597
0.293046,0.032991654
0.640821,0.048328643
0.695709,1
0.689451,1
0.659594,1
0.656459,1
0.677588,1
0.69214,1
0.634922,1
0.249874,1
0,1
0,1
0,0.956682949
0,0.315360216
0,0.121542083
0,0
0,0.008076713
0,0
0,0
0,0
0,0
0,0
0,0
0.001631,0
0.351727,0
0.64896,0
0.69204,0
0.668187,0
0.645445,0
0.642526,0
0.663016,0
0.687673,0
0.643834,0
0.327467,0
0.000874,0
0,0.00893608
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.000503,0
0.206048,0
0.165499,0
0.662907,0
0.623713,0
0.104706,0.017422997
0.116293,0.035889125
0.183984,0.022108887
0.197663,0.046098708
0.090653,0.019213243
0.088593,0.063031933
0,0.0545212
0,0.010617953
0,0.021313874
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.000941,0
0.244677,0
0.261011,0
0.637968,0
0.349179,0
0.465461,0
0.256928,0
0.122656,0
0.337093,0.015015109
0.142252,0
0.040748,0
0,0
0,0
0,0.005771973
0,0
0,0.041411296
0,0.024701389
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.115022,0
0.239763,0
0.461049,0
0.499013,0
0.667593,0
0.540367,0
0.689693,0
0.706962,0
0.652191,0
0.338452,0.045320252
0.003253,0.070256703
0,0.189710796
0,0.327648356
0,0.359358802
0,0.537010329
0,0.929020064
0,0.693527605
0,0.447678805
0,0.259527913
0,0.381619587
0,0.521995847
0,0.390365177
0,0.475328587
0.007341,0.078589728
0.409944,0
0.678742,0
0.706754,0
0.672521,0
0.641392,0.001582038
0.633959,0.036712737
0.656938,0.006949269
0.681199,0
0.643,0.010344498
0.349744,0
0.003941,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.01608946
0,0.018503297
0,0
0.007145,0
0.392417,0.01687796
0.670484,0.01441328
0.707347,0.112373139
0.685341,0.104117818
0.662536,0.135700048
0.658448,0.0630171
0.67701,0.04450821
0.687567,0.008889126
0.638854,0.016054605
0.355222,0
0.004215,0.003736422
0,0.067081936
0,0.194723957
0,0.079926585
0,0.007319516
0,0
0,0
0,0
0,0
0,0
0,0.022634507
0,0
0,0.059769172
0.007627,0
0.343345,0
0.647784,0
0.680659,0
0.662063,0
0.637631,0.018644536
0.638738,0.028915786
0.643615,0
0.674119,0.027753162
0.620873,0.009552374
0.34479,0
0.003965,0
0,0.005860993
0,0
0,0
0,0.420937644
0,0.307278989
0,0.146182185
0,0.723004692
0,1
0,1
0,0.137039806
0,0.387360242
0,0.583236513
0.000994,0.344783672
0.111183,1
0.230531,0.957536096
0.607678,1
0.550245,1
0.573898,1
0.659364,1
0.509126,1
0.587499,1
0.455892,1
0.317533,1
0.004134,1
0,1
0,1
0,1
0,0.833584402
0,1
0,0.028706771
0,0.37942706
0,0.361974262
0,0.452967598
0,0.128079038
0,0.043001693
0,0.909090921
0.012337,0.996292475
0.400504,0.12342371
0.647434,1
0.681324,0
0.660733,0
0.63653,0
0.635938,0
0.657072,0
0.673342,0
0.631769,0
0.371511,0
0.004848,0.081150321
0,0
0,0.002965686
0,0.029485145
0,0
0,0
0,0
0,0.749329363
0,0.258371544
0,0.752123501
0,0.36652396
0,1
0,1
0.031114,0.550716188
0.415124,0.563022599
0.659928,1
0.694173,1
0.670394,1
0.504256,1
0.648236,1
0.665572,1
0.683017,1
0.535397,1
0.2988,1
0.00509,1
0,1
0,1
0,0.432443618
0,1
0,1
0,1
0,1
0,1
0,0.296374852
0,0.045421843
0,0
0,0.110801838
0.039042,0.125963766
0.460164,0.100949079
0.703729,0.150981838
0.733113,0.247864879
0.711259,0.128393237
0.689202,0.194228138
0.687427,0.827718675
0.704739,1
0.718751,0.562511837
0.678664,0.809611638
0.424452,1
0.010517,0.846998437
0,0.144356234
0,0.146059802
0,0.458157357
0,0.426434404
0,0.122965354
0,0.299222621
0,0.173884186
0,0.010766808
0,0
0,0.007674175
0,0
0,0
0.000221,0
0.048622,0
0.160205,0
0.348052,0
0.337997,0
0.390689,0.008447586
0.308236,0
0.237498,0
0.114105,0.000588575
0.101373,0.008533604
0.064076,0.022739581
0,0
0,0.008506738
0,0.017136175
0,0.027177445
0,0.022676186
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.050808,0
0.469359,0
0.68738,0
0.526865,0
0.514183,0
0.308275,0
0.307149,0.008325488
0.238859,0.011330285
0.191926,0
0.083473,0
0.037567,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.057863,0
0.481647,0
0.686849,0
0.704571,0
0.678886,0
0.657856,0
0.657937,0
0.672813,0
0.685386,0
0.649891,0
0.423597,0
0.033435,0
0,0
0,0
0,0
0,0.055280685
0,0.970709134
0,1
0,1
0,1
0,1
0,0.231115866
0,0.038040892
0,0
0.069832,0.027631548
0.471103,0.230703727
0.661309,1
0.68843,1
0.672991,0.994752422
0.653702,0.243028317
0.651694,0.044393883
0.668475,1
0.686457,1
0.651162,0
0.425716,0
0.035872,0
0,0
0,0
0,0
0,1
0,0.627444573
0,0.603520484
0,0.214912773
0,0.008471254
0,0
0,0.077090215
0,0.457823379
0,0.749961875
0.079344,0.011031289
0.488321,0.005784503
0.686996,0
0.704936,0
0.682889,0.010113757
0.66276,0.037545807
0.658954,0.001963687
0.671306,0.037765827
0.689323,0
0.646171,0.014234495
0.425161,0
0.036309,0.024257693
0,0
0,0.024681441
0,0.035113728
0,0
0,0
0,0.008342306
0,0
0,0
0,0.014997791
0,0.068030688
0,0.008716877
0,0.046974248
0.086718,0.27446258
0.484461,0.040399817
0.6679,0.030139898
0.700153,0
0.676328,0.271031257
0.658488,0.061045869
0.659612,0.21640933
0.669426,0.317308668
0.681878,0.459212657
0.641754,0.248043411
0.414569,0.103160471
0.035321,0.178055644
0,0.232539661
0,0.042884389
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.093176,0
0.490748,0
0.667556,0.058309481
0.696958,0.022078133
0.677777,0.022361493
0.659029,0.023651007
0.652956,0
0.660672,0.034473651
0.671944,0.118271966
0.633132,0.082283201
0.412616,0.041278086
0.036828,0.065394179
0,0.046532754
0,0.025162699
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.001580327
0.089705,0
0.45096,0
0.634287,0
0.666772,0
0.662951,0
0.644455,0
0.64401,0
0.651674,0
0.660406,0
0.619414,0
0.36468,0
0.025835,0
0,0.035346279
0,0.000483919
0,0.072631253
0,0.019426165
0,0.269118166
0,0.030848618
0,0.029470221
0,0
0,0
0,0.01089857
0,0.01089857
0,0.022620261
0.1112,0.099749398
0.501644,0.009700988
0.65886,0.092105975
0.678734,0.037533071
0.66302,0.091810077
0.648004,0.047652728
0.648514,0.029679385
0.661929,0.00035667
0.681524,0
0.646012,0
0.437669,0.101765227
0.046198,0.517945431
0,0.111667884
0,0
0,0
0,0.021220527
0,0.00952858
0,0.034413122
0,0.028994739
0,0.019701173
0,0.060068986
0,0.073871685
0,0.045084224
0,0
0.107774,0
0.454349,0.007531238
0.635862,0
0.67031,0
0.669959,0
0.658428,0
0.658824,0
0.668185,0
0.67986,0
0.633918,0
0.410652,0
0.042055,0
0,0.027336452
0,0.038716873
0,0
0,0
0,0
0,0
0,0
0,0
0,0.039205275
0,0.03053699
0,0.044978219
0,0.012280021
0.078809,0.008152425
0.311323,0
0.646214,0
0.679119,0.003202741
0.673586,0
0.658545,0
0.658293,0.005649986
0.673069,0
0.691101,0
0.645632,0
0.432273,0
0.048415,0.381140048
0,0.624413349
0,0.283230521
0,0.030606783
0,0.053176549
0,0
0,0
0,0
0,0
0,0.012493623
0,0
0,0.0104473
0,0.029567848
0.135342,0.030952388
0.561208,0.009519453
0.713465,0
0.718157,0.002535989
0.686811,0.010019089
0.663834,0.016779128
0.657232,0.021137872
0.668133,0
0.691589,0
0.668721,0
0.319473,0
0.062374,0.036417571
0,0.047004289
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.146717,0.028620181
0.54972,0
0.254405,0
0.172457,0
0.518201,0
0.558791,0
0.373276,0
0.370161,0
0.241568,0
0.088105,0
0.01423,0
0,0.003302422
0,0.074618019
0,0.076973045
0,0.036581256
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.003953094
0,0
0.084905,0
0.552025,0.055068684
0.700754,0.036753281
0.727007,0.018513356
0.708305,0.029402645
0.696453,0.034106107
0.701159,0.000660683
0.724558,0
0.737007,0.048912365
0.709047,0.208164998
0.486976,0.38955506
0.073215,0.218408633
0,0.536372177
0,0.650141234
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,0.133944344
0,0.17484257
0.169156,0.109693483
0.599979,0.153501489
0.747994,0.090286858
0.763264,0
0.614457,1
0.456192,1
0.485199,1
0.339915,1
0.753545,1
0.708879,1
0.47793,1
0.077152,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0.170783,0.889124658
0.606451,0.181021626
0.741698,0.391149054
0.754689,1
0.737216,1
0.721627,1
0.721248,1
0.740969,1
0.752049,1
0.71926,1
0.506871,1
0.090073,1
0,1
0,1
0,0.37731235
0,0.140082067
0,0.547247462
0,0.081066397
0,0
0,0.132776296
0,0.058732003
0,0.598812566
0,1
0,0.081544137
0.191584,0.016967334
0.62717,0.101299144
0.758373,0.061846762
0.764791,0.06690579
0.745658,0
0.725893,0.012081443
0.720721,0.447722081
0.732564,0.607590193
0.740866,0.788170851
0.691358,0.598895858
0.476138,0.607594112
0.086052,0.296481688
0,0.030377454
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.171229,0
0.588783,0
0.714024,0
0.731156,0
0.71577,0
0.625707,0
0.705868,0
0.722994,0
0.734643,0
0.695232,0
0.470959,0
0.088984,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.203048,0
0.617608,0
0.731454,0
0.739514,0
0.715833,0
0.695941,0
0.689838,0
0.699863,0
0.711574,0
0.670767,0
0.477011,0
0.095602,0
0,0.005504924
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.185785,0
0.571838,0
0.681032,0
0.707081,0
0.696501,0
0.683013,0
0.682103,0
0.694712,0
0.707999,0
0.670543,0
0.493191,0.079558132
0.107054,0.121521329
0,0
0,0
0,0.018484629
0,0.059751537
0,0.7292114
0,0.967881916
0,0.973098308
0,0.667978067
0,0.009489318
0,0.041030528
0,0.044951994
0,0.041384967
0.210002,0
0.609983,0
0.700217,0
0.716945,0
0.707577,0.016651315
0.694399,0
0.694342,0
0.708928,0
0.726394,0
0.687778,0
0.500368,0.005369405
0.104892,0.023670733
0,0
0,0
0,0
0,0.005547474
0,0.026871662
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.193441,0
0.592245,0
0.706719,0
0.721636,0
0.702756,0
0.687768,0.013198636
0.692588,0
0.442357,0.019942219
0.715061,0
0.678687,0.175599472
0.490864,0.229073391
0.104137,0.863713819
0,0.990617249
0,1
0,1
0,0.772133374
0,0.712221809
0,0.407700153
0,0.596188345
0,0.515702322
0,0.03243865
0,0.012859767
0,0.030763899
0,0.021864356
0.212524,0.065703754
0.614144,0.035621225
0.712232,0.027776969
0.719603,1
0.705166,1
0.687802,1
0.681762,1
0.687249,0.730356278
0.692044,0.001605081
0.649175,0.607455178
0.47481,0.676585471
0.111016,1
0,0.956595348
0,0.169146274
0,1
0,1
0,1
0,0.296140412
0,0.211807859
0,0.618492566
0,0.046951503
0,0.319531275
0,0.13646704
0,0.217758057
0.255519,0.088980942
0.640031,0.111947922
0.730571,0.005027531
0.729213,0.016755035
0.70634,0.055899083
0.696338,0
0.701079,0
0.718628,0
0.73083,0
0.584004,0
0.282029,0
0.121508,0.002756899
0,0.026721035
0,0
0,0.002569327
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.224919,0
0.315749,0
0.652494,0
0.646938,0
0.614818,0
0.630202,0
0.607736,0
0.535355,0
0.720567,0
0.657544,0
0.432474,0
0.081747,0
0,0.041601114
0,0.032250206
0,0.067247224
0,0.040387629
0,0.035184851
0,0.00653864
0,0
0,0.004863413
0,0.008354679
0,0.048788355
0,0.048878888
0,0.031298523
0.252477,0.025469112
0.67834,0.024083777
0.781387,0.007779234
0.791871,0
0.775443,0
0.758468,0.014604502
0.75345,0
0.765669,0
0.757554,0
0.688147,0
0.543435,0.000972368
0.130058,0.139042474
0,0.412270183
0,0.182462299
0,0.425597417
0,0.161187452
0,0.23717585
0,0.216300841
0,0.055020395
0,0
0,0.082027288
0,0.138285461
0,0.082585793
0,0.009264914
0.279211,0.122294746
0.689634,0.030790516
0.777981,0
0.779663,0
0.76436,0
0.747645,0
0.744663,0.027106254
0.756412,0
