pv_prod_factor,wind_prod_factor
0.760539,0.002232741
0.729468,0.002535131
0.562954,0
0.148556,0.099860082
0,0.028825197
0,0.007197586
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.284258,0
0.667624,0
0.755481,0
0.760445,0
0.744224,0
0.728862,0
0.726095,0
0.72908,0
0.735193,0.00997056
0.68841,0
0.540978,0
0.143571,0.00890443
0,0.068654009
0,0
0,0
0,0
0,0.007134871
0,0.006134935
0,0
0,0.009643669
0,0.01311367
0,0
0,0.002870853
0,0.014950724
0.278193,0.004041004
0.632356,0
0.717412,0
0.725696,0.010670183
0.719123,0
0.706397,0
0.702835,0.226454097
0.713128,0.992724049
0.724007,1
0.687171,1
0.512123,1
0.137353,1
0,0.614529012
0,1
0,1
0,0.987614673
0,0.520051003
0,0.582509711
0,0.761388094
0,0.289362368
0,0.118977568
0,0.742846919
0,0.140448498
0,0.85447375
0.28748,0.728502732
0.625053,1
0.694551,1
0.707261,1
0.695683,1
0.683022,1
0.679966,1
0.687147,1
0.6921,1
0.666052,1
0.534348,0.713549355
0.155822,1
0,1
0,0.911478244
0,0.836452976
0,1
0,1
0,1
0,1
0,0.428941479
0,0.356051351
0,0.417933964
0,0.177100877
0,0.069893429
0.007913,0.114543773
0.069072,0
0.322128,0.009592781
0.320572,0.232352586
0.156592,0.195055509
0.369906,0.219808083
0.666392,0.058360863
0.434605,0.041196925
0.594722,0.011551053
0.077289,0
0.069861,0
0,0
0,0.030447108
0,0.024592232
0,0
0,0
0,0
0,0.014144945
0,0
0,0.001135756
0,0
0,0.019050963
0,0
0,0
0.311571,0
0.668047,0
0.752288,0
0.75132,0
0.737503,0
0.728967,0
0.731129,0.014833814
0.741089,0
0.752814,0
0.712369,0
0.556585,0.008783057
0.151476,0.246699872
0,0.592310835
0,0.376705522
0,0.006518934
0,0
0,0.014155427
0,0.003172928
0,0
0,0
0,0
0,0
0,0.013599692
0,0.068212786
0.3298,0.046536367
0.693326,0
0.775853,0.004053958
0.772637,0
0.757744,0
0.738813,0
0.732413,0.005737985
0.734204,0.008808782
0.731185,0
0.697405,0
0.553009,0.802025115
0.161314,0.737759258
0,0.505409541
0,0.146234465
0,0.014712045
0,0.02257944
0,0
0,0.080385769
0,0.201244672
0,0.101929976
0,0
0,0
0,0.000511884
0,0.007430482
0.329858,0
0.651555,0
0.726388,0.003035849
0.731362,0.041415942
0.720039,0
0.711708,0.821325649
0.648088,1
0.649529,1
0.493384,1
0.544648,1
0.435472,0.979413021
0.11942,1
0,0.516939272
0,0.023501258
0,0.077620566
0,0.033960211
0,0.052032986
0,0.0629314
0,7.40E-05
0,0.092959635
0,0
0,0.681800108
0,0
0,0.014195472
0,0
0.161578,0
0.388836,0
0.081839,0
0.223124,0
0.360469,0
0.550507,0.007618867
0.39281,0.016158047
0.029964,0
0.285834,0.011206454
0.397463,0
0.041272,0.070702767
0,0.156274048
0,0.159566026
0,0.154114398
0,0.077153005
0,0.015074298
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.345102,0
0.69415,0
0.775212,0
0.786759,0
0.774335,0
0.373687,0.010036729
0.368547,0.007214958
0.206127,0
0.783378,0.000916669
0.744718,0
0.57984,0
0,0
0,0.013548417
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.200079,0
0.685629,0
0.777621,0
0.786478,0
0.781397,0
0.773337,0
0.777124,0
0.786653,0
0.79831,0
0.758964,0.016355604
0.61483,0.022477261
0.186838,0.031019352
0,0.176070319
0,0.028128927
0,0
0,0.28645799
0,0.413083536
0,0.137546131
0,0
0,0
0,0
0,0
0,0
0,0
0.236497,0
0.715109,0
0.786435,0
0.796581,0
0.782226,0
0.775365,0
0.779073,1.92E-05
0.792258,0.032066969
0.795914,0.003660236
0.765093,0
0.620133,0
0.189469,0.074347576
0,0.418340043
0,0.920462932
0,0.965016568
0,0.743398172
0,0.392300622
0,0.058513667
0,0
0,0
0,0.044104398
0,0
0,0
0,0
0.343809,0
0.66241,0
0.745297,0
0.763307,0
0.755722,0
0.748376,0
0.747446,0.021399883
0.753365,0
0.754696,0.476763629
0.712364,0.999489432
0.561835,1
0.169885,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,0.1228682
0,0.019597558
0,0.408694799
0,0.484375455
0,0.24157174
0.279491,0.393551603
0.542949,0.04463107
0.651311,0.020000353
0.727239,0.969891183
0.725159,1
0.729721,1
0.722588,1
0.7265,1
0.727703,1
0.695775,0.995092691
0.574427,0.985897652
0.185373,0.990482248
0,0.955550919
0,0.947427733
0,0.260155132
0,0.001175709
0,0
0,0
0,0.02172676
0,0.119182953
0,0.074475783
0,0
0,0.067863123
0.001959,0.045447908
0.364802,1
0.66036,1
0.735296,1
0.740369,0.317321309
0.740971,0.683447423
0.738721,0.36320963
0.742463,0.463060305
0.754054,0.509755059
0.763104,0.893387004
0.725603,0.979673459
0.584543,1
0.175961,1
0,1
0,1
0,1
0,0.062951004
0,0.052384729
0,1
0,0.97944645
0,0.475848413
0,0.064436716
0,0.033637964
0,0.029855513
0.000401,0
0.331923,0.116580202
0.665431,0.091445837
0.77071,0.024356088
0.784899,0.026239385
0.784176,0.972534673
0.770917,1
0.773212,1
0.775705,1
0.765155,1
0.700788,1
0.536395,1
0.128974,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0.001915,1
0.34609,1
0.632549,1
0.732899,1
0.7447,0
0.741607,0
0.727777,0
0.723875,1
0.725612,1
0.72368,1
0.687777,1
0.562441,1
0.180375,1
0,1
0,1
0,1
0,0.167147274
0,0
0,0.002846718
0,0.060055034
0,0.074347628
0,0.085947695
0,0.01158056
0,0.003322276
0.007512,0
0.336759,0
0.641943,0
0.73117,0
0.746223,0
0.73793,0
0.726194,0
0.72156,0
0.728289,0
0.729059,0
0.687289,0
0.577415,0
0.196322,0.027914517
0,0.893805197
0,0.527145878
0,0.11198062
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.027108,0
0.394911,0
0.662189,0
0.723183,0
0.724587,0
0.715197,0
0.701855,0.006149574
0.694794,0
0.695237,0.014243629
0.707791,0.005979169
0.688906,0
0.589109,0
0.209874,0
0,0.01863253
0,0.006681863
0,0.008105693
0,0.010507328
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.034537,0
0.424975,0
0.690091,0
0.731592,0
0.725331,0
0.722258,0
0.717639,0
0.717115,0
0.726543,0
0.731158,0
0.706832,0.008347149
0.599233,0.045204854
0.205055,0.178120632
0,0.562647101
0,0.41666562
0,0.128515491
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.020134048
0.032906,0
0.41279,0
0.691087,0
0.755126,0
0.755583,0.00804459
0.745639,0.001053481
0.662054,0
0.380206,0
0.404174,0
0.42755,0
0.432137,0.089393716
0.39463,0.201649353
0.088058,0.275673267
0,0.320984964
0,0.209647336
0,0.097210881
0,0.162785294
0,0.227080937
0,0.57881448
0,0.991088905
0,0.890597892
0,0
0,0.009403539
0,0.052932327
0.026779,0.173220249
0.404035,0
0.612141,0
0.630723,0
0.72841,0
0.709809,0
0.712181,0.004026346
0.722187,0
0.737123,0.004553416
0.742099,0.000172157
0.707783,0.019139285
0.60072,0.043473324
0.204011,0.031017764
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.036233,0
0.438335,0
0.606776,0
0.731694,0
0.745225,0
0.738696,0.14068744
0.742556,0.263790813
0.756068,0.15333579
0.761056,0.127795811
0.733487,0.065906532
0.611458,0.031070383
0.209785,0.016518064
0,0.089173052
0,0.011842329
0,0.647357507
0,0.822904203
0,0.528076306
0,0.232129347
0,0.033751638
0,0
0,0
0,0
0,0
0.043272,0
0.433885,0
0.706839,0
0.774946,0
0.780817,0
0.773166,0
0.766461,0
0.76953,0
0.784748,0
0.786527,0
0.757122,0
0.394314,0.000151966
0.036525,0.034668289
0,0.242252894
0,0.765174006
0,0.178766484
0,0.041399472
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.051206,0
0.442606,0
0.697582,0
0.749175,0
0.739545,0
0.732803,0
0.730548,0
0.734463,0
0.745791,0.022201317
0.755175,0.060890085
0.721934,0.128823638
0.610189,0.235327896
0.220087,0.160117741
0,0.018896695
0,0.034975635
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.000296,0
0.035882,0
0.591654,0
0.68557,0.001228243
0.760467,0
0.752894,0
0.749076,0.035027567
0.754196,0.053076866
0.760927,0.030186347
0.767583,0.023015264
0.728279,0.131360585
0.610268,0.090284212
0.221689,0.997383656
0,1
0,0.762195765
0,0.345195379
0,0.16380573
0,0.021915923
0,0
0,0
0,0.043474827
0,0
0,0.037036178
0,0.031078747
0.048821,0.054261686
0.411438,0.059664682
0.668436,0
0.750155,0.03042438
0.680014,0.007267167
0.773949,0
0.647574,0
0.767776,0
0.685498,0
0.67857,0
0.655974,0
0.488585,0
0.158124,0.272839051
0,0.113720774
0,0.12322054
0,0.735223889
0,0.009195403
0,0
0,0.027340913
0,0.881289592
0,0.469035732
0,0
0,0.003617864
0,0.045770885
0.072338,0.015955242
0.455337,0.039772199
0.679153,0.041713113
0.716209,0.025100867
0.713237,0
0.728719,0.033156845
0.735811,0.024892494
0.745279,0.030208408
0.760365,0.175032371
0.764719,0.227066426
0.738416,0.769023184
0.632509,1
0.172869,1
0,1
0,1
0,0.029487582
0,0
0,0
0,1
0,1
0,1
0,0.098049112
0,0
0,1
0.088254,1
0.493618,1
0.73102,1
0.779215,1
0.774601,1
0.760407,1
0.751065,1
0.750877,1
0.752747,1
0.754736,1
0.729064,1
0.62599,1
0.259153,1
0,1
0,1
0,0.583232588
0,1
0,1
0,1
0,0.203991302
0,0
0,0.005744445
0,0.012110388
0,0.102071813
0.102045,0.132124039
0.505386,0.004680489
0.729914,0
0.780292,0
0.775922,0
0.762318,0
0.747049,0
0.738576,0
0.73477,0
0.729164,0
0.701982,0
0.604266,0
0.25686,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.103913,0
0.481009,0
0.684853,0
0.733935,0
0.743932,0
0.744613,0
0.74523,0
0.754218,0
0.765373,0
0.7712,0
0.740843,0
0.631692,0
0.259603,0
0,0.100689772
0,0.209647336
0,0.696752394
0,0.182303614
0,0.001505933
0,0
0,0
0,0
0,0
0,0
0,0
0.095645,0
0.485667,0
0.713633,0
0.775446,0
0.78082,0.022724501
0.776966,0
0.762449,0.250891535
0.758312,0.069522668
0.765283,0.084300286
0.772105,0.097981906
0.734536,0.092463775
0.615881,0.01684923
0.243016,0
0,0
0,0.033972333
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.109412,0
0.51113,0
0.718148,0
0.800219,0
0.813382,0
0.809397,0
0.797558,0
0.800381,0.027559402
0.797838,0.040496195
0.795981,0.015159982
0.754,0
0.061697,0.014452654
0.018663,0.024034982
0,0.197755103
0,0.519643122
0,0.317441406
0,0.320984964
0,0.303365018
0,0.096550816
0,0
0,0.061486879
0,0.06857505
0,0
0,0
0.102133,0
0.453738,0.032545178
0.663942,0.078868661
0.734437,0.080470772
0.743338,0.039453228
0.745453,0.039705916
0.736078,0.031134206
0.732418,0
0.727657,0.116374246
0.11506,0.385541184
0.24443,0.535116206
0.287635,0.949242778
0.242213,0.643722913
0,1
0,0.75226274
0,0.851088722
0,0.755007907
0,0.430746488
0,0.157133792
0,0.028085393
0,0.019279053
0,0.008705204
0,0
0,0.023204348
0.113379,0.016685438
0.472449,0.027409751
0.669188,0.046765353
0.734512,0.05518414
0.748444,0.020449317
0.744245,0.035527854
0.735831,0.023647616
0.732151,0
0.730152,0
0.727827,0
0.685475,0.028516253
0.573747,0
0.239873,0.029651183
0,0.011993943
0,0.036401427
0,0.02377405
0,0.00358109
0,0
0,0.005011535
0,0
0,0
0,0
0,0
0,0
0.112535,0.010376163
0.475062,0.046158907
0.673837,0.018705343
0.735912,0.009955209
0.741342,0
0.739471,0.009375576
0.731693,0.012324262
0.726238,0.013214816
0.723956,0.001809676
0.72097,0
0.682424,0
0.571927,0.029077697
0.244029,0.109172788
0,0.432561708
0,0.252549617
0,0.573603655
0,0.302512538
0,0.635562533
0,0.435772798
0,0.318787072
0,0.924875454
0,0.178311984
0,0
0,0.000708419
0.123694,0.022056523
0.489732,0.011802985
0.686618,0.067539563
0.749975,0
0.758574,0
0.758506,0.012204385
0.752112,0
0.751992,0
0.749399,0.039487213
0.745817,1
0.705003,1
0.58347,1
0.241796,1
0,1
0,0.799995995
0,0.249853527
0,0.284351849
0,0.146879265
0,0.302032531
0,1
0,0.955225522
0,0.42372122
0,0.103363392
0,0
0.104947,0.049672584
0.385203,0.076920972
0.72588,0.064312537
0.767378,0
0.770261,0
0.76988,0
0.765809,0
0.772368,0
0.777793,0
0.781532,0
0.740591,0
0.627073,0
0.270056,0.033019987
0,0.134479022
0,0.07320956
0,0.348603132
0,0.14474493
0,0.002333052
0,0
0,0
0,0
0,0
0,0
0,0
0.037256,0
0.193842,0
0.437054,0
0.190444,0
0.499325,0
0.434146,0.002535131
0.501925,0
0.390514,0
0.445585,0
0.546365,0.020735801
0.234963,0.036880979
0.200757,0
0.079473,0.022777481
0,0.031658416
0,0.771980557
0,0.992936663
0,1
0,1
0,1
0,1
0,0.807592482
0,0.833857809
0,0.067600835
0,0
0.142138,0
0.532066,0
0.712794,0
0.764868,0
0.768457,0
0.768473,0.008187107
0.571182,0.039824129
0.135196,0.011156865
0.758834,0
0.623607,0.005008493
0.436621,0.019256673
0.387118,0.003624426
0.275367,0.971168563
0,1
0,1
0,1
0,0.94540368
0,1
0,1
0,0.98924782
0,0.98405236
0,1
0,1
0,1
0.129888,1
0.497299,1
0.675496,0.54478446
0.727652,0.979141864
0.746263,0.987805053
0.74126,0.844552614
0.734699,0.519111383
0.265052,0.586417041
0.739234,0.453268635
0.746777,0.417329071
0.716986,0.153565061
0.606002,0.124974883
0.265485,0.104236057
0,0.015896132
0,0.001703859
0,0.009873284
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.13238,0
0.488712,0
0.665258,0
0.728942,0
0.744889,0
0.747561,0.063528525
0.741697,0.042460384
0.739345,0.060979361
0.742412,0.050705351
0.741881,0.054885624
0.717298,0.014899715
0.620243,0.049157025
0.291553,0.252043558
0,1
0,1
0,1
0,1
0,1
0,1
0,0.974475009
0,0.005398242
0,0
0,0.104324497
0,0
0.142335,0.029970539
0.514558,0
0.677603,0
0.727143,0
0.737317,0
0.744571,0.021096184
0.741824,0.039466392
0.742179,0
0.741977,0.214642036
0.739295,1
0.711906,1
0.614773,1
0.291315,1
0,1
0,1
0,0.952662026
0,0.953858088
0,0.953858088
0,0.247999349
0,0.118488191
0,0.157881825
0,0.687030007
0,0.986075057
0,0.781364145
0.140934,0.255317199
0.498308,0.01478887
0.676618,0.071600946
0.739824,0.131722099
0.753261,0.058160243
0.747194,0.053273401
0.737301,0.025426093
0.730095,0.030438016
0.7216,0
0.718583,0
0.680671,0.020127856
0.569756,0.097546087
0.261371,0.187292336
0,0.314262172
0,0.062918567
0,0.031965046
0,0.014270478
0,0.011942799
0,0.027032404
0,0.030155906
0,0.021328658
0,0
0,0
0,0
0.142447,0
0.502587,0
0.671344,0
0.727989,0
0.7399,0
0.741865,0
0.735803,0.002230178
0.734884,0.005534852
0.736384,0.02791928
0.730872,0.047978553
0.702041,0.04275312
0.603366,0.015496594
0.294972,0
0,0.102246224
0,0.004820469
0,0.00725572
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.168094,0
0.545856,0
0.698705,0
0.745161,0
0.756292,0
0.75497,0
0.748411,0
0.744946,0
0.73835,0
0.729062,0
0.687373,0
0.492632,0.013985321
0.285829,0.000474587
0,0.01951535
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.1494,0
0.385469,0
0.582231,0
0.721778,0
0.73845,0
0.708257,0
0.743013,0
0.745025,0
0.749882,0.006620626
0.746617,0
0.727325,0
0.629614,0.019737067
0.303686,0.15290236
0,0.233270465
0,0.407013993
0,0
0,0.106018512
0,0.140817205
0,0
0,0.000542687
0,0.057124402
0,0.061463979
0,0.009445241
0,0.081625716
0.152912,0.038876737
0.535061,0.126775905
0.707895,0.006348859
0.760927,0.032077765
0.771243,0.061501487
0.773246,0.074409813
0.769351,0.020846155
0.772097,0
0.779099,0
0.776029,0.011833428
0.739173,0.005737793
0.619354,0.064099734
0.290633,0.215132961
0,0.349526052
0,0.365844159
0,0.036206885
0,0.272377109
0,0.243525204
0,0.188572138
0,0.053507082
0,0
0,0.046053508
0,0
0,0
0.169242,0
0.555597,0
0.696221,0
0.720512,0
0.723987,0
0.728373,0
0.721225,0.024353086
0.720402,0.010703549
0.716599,0.027833824
0.724239,0.014925379
0.694807,0.03443171
0.596036,0.003066497
0.279681,0.216345579
0,1
0,1
0,0.765258761
0,0.491348628
0,0.517945602
0,0.632246947
0,0.217226527
0,0.010808701
0,0.005563881
0,0
0,0.006826725
0.159324,0
0.527132,0
0.671561,0
0.716684,0
0.722767,0.007065114
0.721671,0.063138693
0.718208,0.018063334
0.719156,0.027072516
0.723728,0.080763164
0.155348,0.61733319
0.006154,1
0.000163,1
0,1
0,1
0,0.870888342
0,0.336673019
0,0.40501973
0,0.533732819
0,0.35602606
0,0.6026382
0,1
0,0.983356773
0,0.519351029
0,0.230448795
0.170214,0.110011466
0.531901,0.033925695
0.664928,1
0.71874,1
0.725723,1
0.721384,1
0.716688,1
0.720736,0.967376702
0.716351,0.952358066
0.717386,0.963970602
0.681292,1
0.40251,1
0.295892,1
0.000964,0.957421334
0,0.588457945
0,0.526044479
0,0.026041721
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.170111,0
0.530928,0
0.65669,0
0.711882,0
0.726756,0
0.735184,0
0.737523,0
0.745816,0
0.75756,0.020108155
0.75997,0.030218495
0.739075,0.025431193
0.646779,0.003044515
0.336617,0
0.002875,0
0,0.024168265
0,0.27084848
0,0.167834056
0,0.012799875
0,0
0,0
0,0
0,0
0,0
0,0
0.182036,0
0.582948,0
0.736974,0
0.790127,0
0.801312,0
0.800942,0
0.797276,0.001027661
0.797025,0.044880625
0.8038,0.091739511
0.801101,0.047476578
0.778763,0.027517101
0.674871,0
0.356536,0
0.00145,0
0,0.023574264
0,0.906447395
0,0.624077551
0,0.054278987
0,0
0,0
0,0
0,0
0,0
0,0
0.204284,0
0.616002,0
0.758387,0
0.799153,0
0.805011,0
0.80408,0
0.80459,0.032584719
0.810083,0.032833832
0.814934,0.060561174
0.814225,0.055388553
0.783385,0.115097421
0.694803,0.64102336
0.377653,0.999326305
0.006566,1
0,0.955220592
0,0.348229863
0,0
0,0.021275844
0,0.028109794
0,0.065142016
0,0.075483414
0,0.036481166
0,0.001198678
0,0.002217502
0.196464,0
0.601666,0.082600463
0.730018,0.03043009
0.749526,0.027827757
0.75579,0.034095018
0.758535,0.01764764
0.757241,0.026301078
0.754312,0.014350404
0.751116,0
0.750566,0.003820416
0.73693,0.257878943
0.650411,0.269637977
0.353977,0.440810251
0.005469,1
0,1
0,0.186823749
0,0.994696028
0,1
0,1
0,1
0,0.972018601
0,0.01717938
0,0.297280486
0,0.027677392
0.186214,0.109311496
0.583259,0.032091812
0.720655,0.041744992
0.766377,0.093640298
0.768163,0.121696845
0.769152,0.068800505
0.768404,0.016245211
0.771188,0.121002311
0.782222,0.514754579
0.779558,0.932188892
0.756006,0.983258182
0.654245,0.971708657
0.345359,0.948362075
0.00435,0.419022862
0,0.977734712
0,0.954008093
0,1
0,1
0,1
0,0.023851607
0,0.168338396
0,0.059980007
0,0.080363535
0,0.066628557
0.084513,0.046568354
0.291983,0
0.725647,0
0.779752,0
0.783805,0.022714179
0.786521,0.006238595
0.785826,0.018752907
0.78986,0.010509633
0.798756,0.046905665
0.800054,0.039844202
0.763745,0.026363745
0.659435,0.080731576
0.350095,0.136981885
0.00264,0.326178172
0,0.244369659
0,0.068966894
0,0
0,0.012969385
0,0.010621753
0,0.023299967
0,0
0,0.036493064
0,0.067524406
0,0.087682722
0.199131,0.219578263
0.594016,0.032298758
0.727083,0.030889637
0.772838,0.025284506
0.786109,0.00975133
0.780985,0.302687812
0.781701,0.654222534
0.788011,1
0.802986,1
0.797342,1
0.767396,1
0.653039,1
0.338091,1
0.005397,1
0,1
0,1
0,0.082269772
0,0.031586391
0,0.016040038
0,0.007747272
0,0
0,0
0,0
0,1
0.175811,1
0.546736,1
0.68136,1
0.710222,1
0.715382,1
0.727552,1
0.725339,1
0.72218,1
0.720213,0.809400377
0.718432,0.70462676
0.69946,0.889359189
0.611385,0.969014753
0.332513,1
0.014918,1
0,1
0,1
0,1
0,1
0,1
0,0
0,0
0,0.05576718
0,0.031943961
0,0.024289227
0.176233,0.028830176
0.531235,0
0.656337,0.003540166
0.725133,0
0.738551,0
0.74329,0
0.739724,0
0.73525,0.006493126
0.729776,0.018094779
0.725136,0
0.385763,0
0.149872,0
0.319238,0
0.014864,0.007272748
0,0.027873709
0,0.016967693
0,0.037113529
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.182776,0
0.54017,0
0.681996,0
0.738649,0
0.755087,0
0.754296,0
0.75016,0.009826143
0.746837,0.017616275
0.746838,0.015546739
0.745055,0
0.706855,0.006267708
0.608618,0.016084819
0.335101,0.005903266
0.02268,0.194706491
0,0.55300099
0,0.460170249
0,0.086153433
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.181067,0
0.532117,0
0.670023,0
0.734717,0
0.753692,0
0.751406,0
0.744211,0
0.735519,0.026248797
0.731439,0.031585485
0.715232,0.019341977
0.674099,0.006126151
0.575658,0.184807227
0.314896,0.360234401
0.016043,0.771861974
0,0.150710622
0,0.027476931
0,0.044791296
0,0.049109671
0,0.058030783
0,0.021824354
0,0.476177411
0,0.451138968
0,0.007524802
0,0.080749194
0.179704,0
0.535756,0
0.661031,0.004306749
0.717693,0.00036913
0.739926,0.022436409
0.73978,0.01105857
0.734748,0.01368612
0.731009,0.021411527
0.73021,0
0.719525,0.006092995
0.685865,0.189106973
0.604248,0.609609202
0.343748,0.949373793
0.026009,0.980175175
0,0.965409268
0,0.485662505
0,0.123007996
0,0.142187458
0,0.077526446
0,0.098458284
0,0.031379343
0,0
0,0
0,0
0.181992,0
0.524386,0
0.645989,0
0.709772,0
0.726435,0
0.729704,0
0.723309,0
0.719919,0
0.712997,0
0.701001,0
0.661387,0
0.619247,0.019362482
0.367817,0.052374931
0.031699,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,0.967389797
0,0.302235116
0.20555,0.097815766
0.521534,0
0.56448,0
0.660213,0
0.654657,0.030101106
0.66639,0.071499608
0.614103,0
0.619211,0.085540932
0.430232,0.472442575
0.362723,1
0.125302,1
0.097718,1
0.082002,1
0.011215,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,0.984945781
0,0.173030484
0,0.019197902
0.12888,0
0.473134,0.016896955
0.524618,0.043392521
0.483511,0.051107489
0.566617,0.049002504
0.61828,0.041863896
0.623848,0.027072516
0.531157,0
0.484314,0
0.520512,0.118479964
0.408448,0.776986011
0.320673,0.982487034
0.193216,0.778121287
0.012941,0.978052497
0,0.692682327
0,0.662382103
0,0.427508108
0,0.974897134
0,0.962499193
0,0.578047791
0,0.009767701
0,0.033655014
0,0.085807781
0,0.007653842
0.172632,0.103645758
0.500474,0.040909153
0.611624,0.013990289
0.674032,0
0.692287,0
0.701982,0
0.698805,0.00432043
0.695596,0.030360965
0.69133,0.045215693
0.685428,0.026458191
0.649023,0.004052616
0.56219,0
0.325092,0
0.032202,0.075867573
0,0.056175204
0,0.028049218
0,0
0,0.040128712
0,0.051389639
0,0.003746215
0,0
0,0
0,0.034000182
0,0.016999355
0.194153,0.013639021
0.541773,0
0.66255,0
0.713818,0
0.718326,0
0.719914,0.016642881
0.720478,0.031139663
0.7231,0.023222111
0.726335,0
0.68898,0
0.683711,0.243713687
0.608447,0.703116235
0.349011,0.58984806
0.03443,0.524965825
0,1
0,1
0,1
0,1
0,0.957391929
0,1
0,1
0,1
0,1
0,1
0.205113,1
0.576811,1
0.710553,0.271601321
0.762324,0.452436512
0.667764,0.388951122
0.294506,0.075587512
0.760039,0.066957848
0.781245,0.021116306
0.782161,0.010867676
0.777915,0.004709671
0.751556,0.07876612
0.660007,0.067210543
0.387004,0.160320538
0.040356,0.162422052
0,0.266509389
0,0.041193154
0,0
0,0.028041427
0,0
0,0
0,0.017556596
0,0.020075716
0,0.048452358
0,0
0.194638,0
0.557268,0
0.699053,0
0.75944,0
0.769242,0
0.77467,0
0.775596,0
0.778659,0.002448726
0.779787,0
0.777082,0
0.752368,0
0.669544,0
0.398691,0
0.043532,0
0,0.001972768
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.220321,0
0.611967,0
0.744398,0
0.790558,0
0.796682,0
0.79144,0
0.789817,0.012012198
0.793761,0.018712596
0.797496,0.00746474
0.798787,0.010461345
0.77612,0.011780099
0.689719,0.008057413
0.417989,0.009723591
0.047743,0
0,0.01227061
0,0.476650396
0,0.219918231
0,0.009715118
0,0
0,0
0,0
0,0
0,0
0,0
0.235392,0
0.630115,0
0.75692,0
0.800242,0
0.806551,0.009550468
0.801,0.018305156
0.798549,0.043573503
0.794431,0.048537573
0.789851,0.023069517
0.788501,0
0.754655,0.072743158
0.662053,0.368822187
0.395816,0.188233552
0.04617,0.212776528
0,0.109890734
0,0
0,0.026053302
0,0.008756536
0,0
0,0
0,0.022147776
0,0
0,0.010930231
0,0
0.227279,0
0.599916,0
0.72743,0.025711351
0.771837,0.069739639
0.777508,0.063888846
0.769519,0.028421309
0.759572,0
0.752276,0
0.747615,0
0.734938,0.150805078
0.70951,0.223135564
0.624592,0.15037426
0.384327,0.128378245
0.0462,0.087196757
0,0.166458519
0,0.000628107
0,0
0,0
0,0.053327168
0,0.054386963
0,0.06489303
0,0.026874498
0,0
0,0
0.215517,0
0.570396,0
0.6864,0
0.727806,0
0.735518,0
0.732147,0
0.726255,0
0.71959,0
0.714321,0.005240974
0.700816,0.017394556
0.673708,0.00107414
0.608762,0
0.373643,0
0.045471,0.003439231
0,0.029583994
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.207504,0
0.551741,0
0.655791,0
0.710515,0
0.723556,0
0.723278,0
0.721762,0
0.7233,0.01108873
0.729125,0.020211389
0.732729,0.004946548
0.702347,0
0.62068,0.006233107
0.374185,0.005895266
0.045896,0.006595771
0,0.004342798
0,0.092304594
0,0.034952745
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.235763,0
0.612157,0
0.731571,0
0.769221,0
0.779404,0
0.776862,0
0.772303,0
0.77285,0.016781207
0.776703,0.037686712
0.775786,0.013602471
0.755373,0.001410899
0.679378,0.00276052
0.430688,0.266910297
0.056563,0.826310841
0,0.34289376
0,0.114810726
0,0.121040754
0,0.068258908
0,0.056725474
0,0
0,0.383624483
0,0.437776942
0,0.263386932
0,0.023232319
0.151676,0
0.301023,0.009882108
0.725503,0
0.766159,0
0.785087,0.031957875
0.783168,0
0.781749,0.010391506
0.784343,0.00219461
0.78562,0
0.783633,0
0.76162,0.232125708
0.670476,0.094582684
0.414049,0.406668113
0.056761,0.336069853
0,0.191794894
0,0.041497869
0,0.077383652
0,0.073763716
0,0.084718819
0,0.014452654
0,0.032589058
0,0.025478662
0,0.084896802
0,0.039843088
0.221438,0.047537662
0.596819,0.053796147
0.711092,0
0.744767,0.006255517
0.751222,0.00819724
0.746459,0
0.73877,0.019188122
0.734295,0.059175883
0.731706,0.028819498
0.726827,0.025368915
0.708604,0.01854862
0.63355,0.0141217
