pv_to_load_series_kw,pv_to_storage_series_kw,pv_to_grid_series_kw,pv_curtailed_production_series_kw,storage_to_load_series_kw,soc_series_fraction,grid_to_load_series_kw,grid_to_battery_series_kw,cost_per_timestep
-0.0015550090465694666,0.0,0,0.0,0.0,0.2,0.003110018093138933,0.0015550078824162483,4.665025975555181e-6
192.01400756835938,0.0,0,0.0,0.0,0.239675,307.9859924316406,500.0,0.8079860229492187
192.01400756835938,0.0,0,0.0,0.0,0.267316,307.9859924316406,500.0,0.8079860229492187
209.3489990234375,0.0,0,0.0,0.0,0.307857,290.6510009765625,500.0,0.7906510009765624
209.11654663085938,0.0,0,0.0,0.0,0.335496,290.8835144042969,497.4299621582031,0.7883135375976562
205.4010009765625,0.0,0,0.0,0.0,0.372508,294.5989990234375,456.3550109863281,0.7509540405273437
205.4010009765625,0.0,0,0.0,0.0,0.397721,294.5989990234375,456.3550109863281,0.7509540405273437
201.70799255371094,0.0,0,0.0,0.0,0.431289,298.29200744628906,413.7279510498047,0.7120199584960937
201.9947509765625,0.0,0,0.0,0.0,0.454146,298.00531005859375,411.4457702636719,0.7094511108398438
206.57699584960938,0.0,0,0.0,0.0,0.48457,293.4230041503906,374.97100830078125,0.6683940429687499
206.57699584960938,0.0,0,0.0,0.0,0.505281,293.4230041503906,374.97100830078125,1.0025910644531248
137.906005859375,0.0,0,0.0,4.768895500717463e-9,0.505355,362.0939941358561,0.0,0.5431409912109375
137.906005859375,0.0,0,0.0,0.0,0.505355,362.093994140625,0.0,0.5431409912109375
159.30099487304688,0.0,0,0.0,4.737572556479108e-9,0.505355,340.69900512221557,0.0,0.5110485076904296
168.46633911132812,0.0,0,0.0,0.0,0.505355,331.5339050292969,0.0,0.4973008575439453
206.13999938964844,0.0,0,0.0,4.737558345624393e-9,0.505355,293.8599853515625,0.0,0.44078997802734377
206.13999938964844,0.0,0,0.0,2.2316575254421878e-9,0.505355,293.8599853515625,0.0,0.44078997802734377
205.45599365234375,0.0,0,0.0,4.737558345624393e-9,0.505355,294.5440063429187,0.0,0.4418160095214843
205.29867553710938,0.0,0,0.0,2.0046249105121206e-9,0.505355,294.701324460886,0.0,0.44205198669433593
204.25599670410156,0.0,0,0.0,180.9080047607422,0.503043,114.83599853515625,0.0,0.17225399780273437
204.25599670410156,0.0,0,0.0,180.9080047607422,0.493057,114.83599853515625,0.0,0.11483599853515623
197.58900451660156,0.0,0,0.0,0.0,0.519637,302.41099548339844,334.2449951171875,0.636656005859375
197.58900451660156,0.0,0,0.0,0.0,0.538092,302.41099548339844,334.2449951171875,0.636656005859375
196.6020050048828,0.0,0,0.0,0.0,0.563642,303.3979949951172,304.5519561767578,0.607949951171875
196.6020050048828,0.0,0,0.0,0.0,0.580443,303.3979949951172,304.5519561767578,0.607949951171875
162.38099670410156,0.0,0,0.0,0.0,0.603666,337.61900329589844,276.6289825439453,0.6142479858398437
163.84996032714844,0.0,0,0.0,0.0,0.61893,336.1501007080078,275.6968078613281,0.611846923828125
196.3300018310547,0.0,0,0.0,0.0,0.640019,303.6699981689453,251.2529754638672,0.5549229736328125
196.3300018310547,0.0,0,0.0,0.0,0.653883,303.6699981689453,251.2529754638672,0.5549229736328125
200.3699951171875,0.0,0,0.0,0.0,0.673038,299.6300048828125,228.20697021484375,0.5278369750976561
200.4745330810547,0.0,0,0.0,0.0,0.685627,299.5259552001953,213.5171356201172,0.7695646362304688
203.2830047607422,0.0,0,0.0,4.6708388268257295e-9,0.685671,296.71697998046875,0.0,0.4450754699707031
203.35064697265625,0.0,0,0.0,0.0,0.685671,296.64935302734375,0.0,0.4449740295410156
205.322998046875,0.0,0,0.0,4.67083838273652e-9,0.685671,294.6770019484542,0.0,0.44201550292968744
205.31690979003906,0.0,0,0.0,0.0,0.685671,294.68309020996094,2.639779062008074e-9,0.442024658203125
205.06900024414062,0.0,0,0.0,4.6708388268257295e-9,0.685671,294.93099975118855,0.0,0.442396499633789
205.06900024414062,0.0,0,0.0,4.392994856772248e-9,0.685671,294.9309997514664,0.0,0.442396499633789
209.79800415039062,0.0,0,0.0,4.62768445785855e-9,0.685671,290.2019958449817,0.0,0.43530299377441406
209.79800415039062,0.0,0,0.0,0.0,0.685671,290.2019958496094,0.0,0.43530299377441406
180.6060028076172,0.0,0,0.0,287.73699951171875,0.681969,31.656997680664062,0.0,0.047485499382019035
178.80303955078125,0.0,0,0.0,258.4433288574219,0.666102,62.75262451171875,0.0,0.06275264739990234
164.78900146484375,0.0,0,0.0,0.0,0.683171,335.21099853515625,220.14996337890625,0.5553609619140624
164.78900146484375,0.0,0,0.0,0.0,0.695311,335.21099853515625,220.14996337890625,0.5553609619140624
206.6199951171875,0.0,0,0.0,0.0,0.712177,293.3800048828125,200.89300537109375,0.49427301025390624
203.437255859375,0.0,0,0.0,0.0,0.723248,296.5626525878906,200.23814392089844,0.4968008117675781
209.218994140625,0.0,0,0.0,0.0,0.738576,290.781005859375,182.4720001220703,0.4732530212402344
209.218994140625,0.0,0,0.0,0.0,0.74863,290.781005859375,182.4720001220703,0.4732530212402344
208.82400512695312,0.0,0,0.0,0.0,0.762554,291.1759948730469,165.73699951171875,0.45691299438476557
208.82400512695312,0.0,0,0.0,0.0,0.771689,291.1759948730469,165.73699951171875,0.45691299438476557
