pv_prod_factor_2024
0.768057619
0.634700625
0.837397968
0.762562314
0.821604104
0.86642882
0.806830974
0.715890346
0.826309563
0.778552226
0.551624534
0.556683888
0.637204601
0.678368153
0.824559495
0.831943004
0.760925014
0.821822768
0.811488452
0.817023945
0.795257109
0.790356519
0.778700446
0.786406984
0.753231007
0.649524181
0.746037739
0.785320544
0.793340025
0.801478847
0.807965852
0.813133698
0.817575875
0.821291772
0.82089387
0.820275012
0.829840721
0.83919067
0.845916967
0.722425638
0.59998545
0.65915743
0.736910579
0.826481927
0.610290472
0.836875988
0.868072843
0.835297213
0.779584572
0.674421826
0.602741277
0.546515672
0.818423022
0.858305279
0.783052163
0.584615007
0.414270162
0.396891335
0.471873422
0.72509131
0.569818512
0.677949774
0.59129806
0.756997635
0.78104416
0.813359848
0.822290349
0.829350066
0.843333808
0.857789259
0.868899209
0.886257637
0.81638782
0.611182193
0.545357567
0.36540947
0.298649024
0.432384376
0.383990501
0.624424238
0.845523954
0.861150956
0.866056894
0.800826891
0.307625794
0.571251971
0.552676195
0.644617433
0.834986715
0.816927067
0.55164501
0.713515612
0.747996233
0.545396379
0.500996552
0.375327989
0.423360237
0.725888797
0.75869896
0.636031093
0.832659351
0.820194331
0.62182395
0.696310141
0.844937796
0.879338348
0.62209501
0.41614874
0.46691553
0.61761862
0.451269153
0.406717651
0.413166976
0.523653229
0.536857363
0.449464395
0.475157387
0.510074876
0.477914895
0.577729182
0.709830173
0.426037734
0.40728126
0.451643764
0.62191256
0.65210768
0.524402288
0.613870626
0.654299694
0.459853885
0.391912429
0.403194555
0.401236158
0.390907106
0.392303913
0.386592895
0.404739252
0.46089701
0.470382361
0.485713407
0.508947957
0.945653719
0.695000163
0.629076909
0.752939663
0.706707967
0.759663919
0.515244682
0.853478792
0.583437973
