pv_2022
0
0
0
0
0
0
0
0.147565
0.399521
0.566633
0.662387
0.699916
0.687829
0.612249
0.475948
0.282156
0.0264811
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.141426
0.396428
0.56025
0.665059
0.709543
0.696282
0.626529
0.506345
0.310624
0.033156
0
0
0
0
0
0.00E+00
0
0
0
0
0
0
0
0
0.129453
0.386102
0.539417
0.627826
0.665983
0.656508
0.596691
0.482746
0.299718
0.0335135
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.114587
0.336974
0.517536
0.605395
0.64361
0.629304
0.569622
0.45779
0.282973
0.0331545
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.113997
0.363085
0.523083
0.618714
0.663619
0.653594
0.590665
0.472856
0.289969
0.0344433
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.114226
0.346563
0.507268
0.599172
0.640926
0.633351
0.572631
0.46111
0.287
0.0375091
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.125671
0.356274
0.517751
0.61573
0.663055
0.658549
0.59789
0.458312
0.254319
0.0360106
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0506537
0.342125
0.517379
0.624742
0.663534
0.641839
0.552643
0.479064
0.163306
0.032422
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0957233
0.370394
0.540141
0.640128
0.685029
0.673764
0.610383
0.4849
0.302107
0.0461411
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0378276
0.135746
0.235152
0.226036
0.477888
0.505111
0.420833
0.359827
0.201488
0.0291633
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0608589
0.255562
0.540806
0.646046
0.691672
0.681184
0.617405
0.500069
0.319165
0.061626
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0361719
0.243297
0.400195
0.450952
0.55479
0.447837
0.399159
0.344027
0.165693
0.0488333
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.055583
0.228977
0.40936
0.577477
0.496629
0.361949
0.235296
0.106225
0.0974192
0.0244781
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.028044
0.181985
0.333051
0.584204
0.635528
0.606137
0.582479
0.454543
0.23052
0.0607022
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0292441
0.152345
0.265239
0.196046
0.137389
0.256499
0.205549
0.126381
0.0436642
0.0276502
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.042557
0.267809
0.41134
0.567964
0.486612
0.486842
0.40896
0.283776
0.173913
0.0331013
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0462678
0.337311
0.502206
0.603577
0.64002
0.295606
0.0689017
0.102301
0.0115951
0.0211041
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.127052
0.350107
0.514871
0.61537
0.663636
0.65513
0.511164
0.456838
0.30495
0.0804703
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.112728
0.339102
0.499296
0.603826
0.653599
0.648336
0.592798
0.481393
0.315575
0.0925242
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.131196
0.379191
0.550736
0.654874
0.705832
0.69829
0.636826
0.516994
0.339492
0.106453
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.120069
0.356978
0.517956
0.619453
0.668967
0.659006
0.59431
0.467908
0.173274
0.0274686
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0671685
0.268439
0.516047
0.64232
0.683714
0.0999152
0.132334
0.29742
0.197841
0.0319781
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.132001
0.364262
0.535036
0.643424
0.694197
0.687756
0.630423
0.515766
0.342807
0.115748
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.117885
0.372974
0.524108
0.617647
0.66483
0.663608
0.613092
0.508973
0.345063
0.118617
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0735541
0.169399
0.455251
0.612879
0.691922
0.684563
0.629894
0.514448
0.344579
0.11531
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.090284
0.360154
0.557101
0.666109
0.710815
0.703728
0.647055
0.531209
0.359983
0.119392
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.144319
0.402731
0.570513
0.67813
0.729742
0.724409
0.663896
0.54841
0.372493
0.135264
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0722696
0.390763
0.324606
0.511731
0.204919
0.34433
