time,forecast,load
2184,0,4048.929571
2185,0,3938.891683
2186,0,3942.48567
2187,0,3942.512
2188,0,4152.102022
2189,0,4248.28397
2190,0,4905.312256
2191,2154.292332,4908.906243
2192,6705.63714,5449.347158
2193,10626.35945,5371.25363
2194,13515.88784,5363.440328
2195,15408.85021,5417.514698
2196,16069.76406,5324.150015
2197,15855.89984,5236.637081
2198,14547.33937,5239.151556
2199,12233.90476,5234.971735
2200,9027.766296,5064.928739
2201,4762.89048,4727.100508
2202,889.515846,4430.991493
2203,0,4530.043365
2204,0,4302.371505
2205,0,4294.637192
2206,0,4129.866693
2207,0,4165.12858
2208,0,4032.980429
2209,0,4092.485275
2210,0,4075.186743
2211,0,4070.045892
2212,0,4942.746333
2213,0,4952.145992
2214,0,6751.39086
2215,2156.718216,7714.23061
2216,6536.03994,8000.650341
2217,10519.64202,8239.854555
2218,13483.4497,8304.27645
2219,15373.42801,8355.87584
2220,16140.28644,8117.402271
2221,15898.87878,8352.183117
2222,14629.9697,8381.00084
2223,11971.60873,8414.564469
2224,8440.874112,8464.248383
2225,3705.870564,8433.153151
2226,894.8162952,6215.261413
2227,0,6273.456363
2228,0,5146.925627
2229,0,4885.472919
2230,0,4144.690246
2231,0,4142.241595
2232,0,4060.192048
2233,0,4060.52775
2234,0,4051.615188
2235,0,4046.184713
2236,0,4958.827123
2237,0,4960.709687
2238,46.85305128,6759.770248
2239,2257.639284,7734.260837
2240,6925.405056,8030.712136
2241,10817.1885,8281.099839
2242,13498.99253,8411.523403
2243,15157.84636,8503.874397
2244,15880.07281,8225.636583
2245,15573.18775,8432.870108
2246,14330.19055,8447.904297
2247,12257.04726,8434.410389
2248,9168.682248,8456.994584
2249,4075.957416,8427.834577
2250,916.2241848,6196.91628
2251,0,6274.344986
2252,0,5171.846572
2253,0,4907.109249
2254,0,4163.002467
2255,0,4170.104871
2256,0,4078.912378
2257,0,4090.115613
2258,0,4079.978726
2259,0,4049.91693
2260,0,4939.560454
2261,0,4947.479075
2262,76.09504344,6763.002204
2263,2337.693456,7747.978547
2264,6992.23494,8041.164979
2265,10787.1977,8323.069186
2266,13349.25323,8463.813945
2267,15007.57036,8545.415889
2268,15674.15176,8340.117588
2269,15428.4505,8617.967041
2270,14201.79044,8653.623871
2271,12094.98533,8668.059063
2272,8963.018808,8727.29403
2273,4837.06242,8761.673877
2274,905.348496,6538.167356
2275,0,6590.29992
2276,0,5465.362124
2277,0,5188.644843
2278,0,4401.693255
2279,0,4368.702294
2280,0,4262.291305
2281,0,4262.067504
2282,0,4214.871735
2283,0,4141.504367
2284,0,4996.090058
2285,0,4986.88787
2286,75.08411532,6800.357292
2287,2399.757444,7802.401784
2288,7079.094468,8168.534311
2289,11133.45508,8464.794721
2290,14240.66899,8563.859758
2291,16143.52811,8670.376065
2292,16871.59386,8441.822165
2293,16535.1903,8648.89113
2294,15239.0598,8613.175057
2295,12820.04556,8557.876362
2296,9478.100532,8567.624888
2297,5045.774316,8572.436618
2298,972.8052456,6318.651083
2299,0,6353.77474
2300,0,5226.84906
2301,0,4957.60938
2302,0,4215.865677
2303,0,4358.012485
2304,0,4413.330929
2305,0,4350.844258
2306,0,4343.577294
2307,0,4104.37308
2308,0,4975.401592
2309,0,4982.411842
2310,85.38746724,6794.360731
2311,2576.310276,7773.287853
2312,7436.751348,8084.128267
2313,11561.67727,8399.8594
2314,14467.47841,8552.570952
2315,16322.35655,8685.963175
2316,17031.95982,8472.199915
2317,16661.48654,8714.590009
2318,15308.25116,8719.289839
2319,12946.14859,8663.089355
2320,9607.552572,8677.037449
2321,5159.919672,8648.555428
2322,995.267214,6347.442476
2323,0,6384.626423
2324,0,5273.630138
2325,0,5042.91063
2326,0,4627.719516
2327,0,4395.637452
2328,0,4164.279452
2329,0,4141.254236
2330,0,4220.716902
2331,0,4311.323562
2332,0,4502.239331
2333,0,4401.949969
2334,94.22777496,5047.06412
2335,2559.84432,6053.090961
2336,7360.668756,6128.189499
2337,11323.33954,7015.055253
2338,14132.04091,7175.770996
2339,15907.8524,7240.976195
2340,16518.44526,6896.795954
2341,16146.76978,6878.121701
2342,14832.47735,6926.113939
2343,12532.91106,6306.815938
2344,9373.959264,6208.310405
2345,5079.522012,5868.099347
2346,974.8468524,5436.379841
2347,0,5541.290044
2348,0,4636.82955
2349,0,4547.453798
2350,0,4307.834892
2351,0,4303.707731
2352,0,4211.929405
2353,0,4109.717984
2354,0,4104.735111
2355,0,4079.485046
2356,0,4262.508524
2357,0,4245.308727
2358,103.9489147,4784.06455
2359,2314.422144,4745.741849
2360,4082.011392,5361.037754
2361,8454.592164,5440.421431
2362,11973.777,5624.004413
2363,14173.00186,5753.91455
2364,15138.46075,5718.948871
2365,16096.1053,5610.043154
2366,15330.04118,5586.241216
2367,12933.95477,5533.489907
2368,9558.798744,5330.600762
2369,5130.594384,4967.739685
2370,1028.469623,4594.689061
2371,0,4645.116785
2372,0,4454.661783
2373,0,4426.614201
2374,0,4201.140861
2375,0,4207.821991
2376,0,4123.850385
2377,0,4235.882739
2378,0,4204.662442
2379,0,4177.174362
2380,0,5075.388164
2381,0,5069.417932
2382,138.3125276,6861.218112
2383,2786.932824,7884.945011
2384,7578.7407,8255.033557
2385,11428.64008,8567.749953
2386,13962.76573,8750.128357
2387,15666.38034,8880.025329
2388,16685.83126,8642.808997
2389,16657.87992,8819.888573
2390,15467.80134,8844.190774
2391,13176.97253,8873.173056
2392,9761.263452,8831.164215
2393,5237.247408,8718.638182
2394,1050.622452,6456.940608
2395,0,6507.987077
2396,0,5452.065687
2397,0,5194.773052
2398,0,4462.916106
2399,0,4466.786554
2400,0,4350.153106
2401,0,4302.68746
2402,0,4268.51825
2403,0,4255.29422
2404,0,5165.000882
2405,0,5184.92579
2406,118.3455702,6998.256982
2407,2751.746772,7993.988957
2408,7558.002612,8333.449622
2409,11598.85985,8643.401413
2410,14631.02164,8876.279947
2411,16491.28824,9034.777423
2412,17294.51346,8796.428919
2413,17021.56931,9072.836828
2414,15698.75408,9133.506757
2415,13217.52558,9176.470046
2416,9730.242192,9472.651467
2417,5191.155612,10000
2418,1068.226212,7573.564841
2419,0,7413.309865
2420,0,6207.869384
2421,0,5996.778576
2422,0,5272.024034
2423,0,5238.236603
2424,0,5157.582523
2425,0,5125.137901
2426,0,4944.530162
2427,0,4822.091042
2428,0,5695.074526
2429,0,5690.736728
2430,161.6463115,7387.684603
2431,2997.14748,8250.676012
2432,8097.064092,8575.188059
2433,12237.96221,9005.340955
2434,15039.25712,9341.306368
2435,16746.47836,9496.933921
2436,17505.75858,9334.045987
2437,17243.44109,9500.277777
2438,16131.20548,9130.07733
2439,13666.87229,9040.438282
2440,10176.3687,9007.289344
2441,5509.182564,8903.702202
2442,1166.051594,6588.312037
2443,0,6471.968215
2444,0,5286.663279
2445,0,4997.182735
2446,0,4260.500894
2447,0,4264.930845
2448,0,4167.195452
2449,0,4154.57042
2450,0,4132.315344
2451,0,4137.541765
2452,0,5079.107217
2453,0,5161.084357
2454,195.0621122,7047.374809
2455,3079.520196,8007.259065
2456,8018.770296,8309.358059
2457,11942.13317,8742.532273
2458,14746.9703,8909.080018
2459,16536.58572,8992.24199
2460,17100.52861,8891.834145
2461,16718.205,8923.739011
2462,15309.66805,8944.249752
2463,13130.81633,8912.476534
2464,9821.030364,8917.288264
2465,5353.925988,8916.419388
2466,1098.35655,6539.431176
2467,0,6501.885198
2468,0,5354.955621
2469,0,5054.363996
2470,0,4277.108275
2471,0,4289.206716
2472,0,4226.976759
2473,0,4208.908086
2474,0,4179.484783
2475,0,4139.496736
2476,0,5046.853484
2477,0,5036.966727
2478,193.3244923,6803.852544
2479,2972.867172,7863.670712
2480,7669.829424,8220.357503
2481,11431.88174,8517.144505
2482,14196.1873,8712.17427
2483,16110.20977,8892.953152
2484,16994.5411,8585.963439
2485,16841.13077,8776.91212
2486,15666.65942,8859.172303
2487,13345.28165,8814.089484
2488,10006.2348,8784.514785
2489,5420.519724,8776.148562
2490,1140.412362,6454.590694
2491,0,6477.688316
2492,0,5380.633542
2493,0,5103.639801
2494,0,4358.789208
2495,0,4364.213101
2496,0,4314.634506
2497,0,4310.250631
2498,0,4255.860306
2499,0,4220.447024
2500,0,4415.220076
2501,0,4390.048999
2502,192.9260462,4908.419146
2503,3085.295088,5874.365786
2504,7968.642516,6054.868207
2505,11872.14749,6962.626481
2506,14620.28764,7090.443416
2507,16474.56467,7135.861938
2508,17246.10312,6946.604933
2509,16967.74903,6941.055974
2510,15603.13561,6982.590883
2511,13241.16185,6355.835029
2512,9911.110092,6328.866959
2513,5404.611936,5998.634811
2514,1102.22723,5561.669137
2515,0,5530.580488
2516,0,4642.556233
2517,0,4700.369404
2518,0,4505.155331
2519,0,4500.797786
2520,0,4409.842259
2521,0,4277.081946
2522,0,4268.919776
2523,0,4231.084173
2524,0,4423.184773
2525,0,4419.419643
2526,171.8863328,4892.825453
2527,3061.207992,4941.067822
2528,7905.204576,5623.41858
2529,11865.17039,5668.402664
2530,14794.71514,5754.585954
2531,16653.90834,5747.595451
2532,17599.16585,5717.336184
2533,17392.81543,5685.286505
2534,16080.97036,5696.285686
2535,13513.097,5658.423753
2536,9950.439468,5482.443437
2537,5367.343488,5195.549775
2538,1219.129078,4823.196885
2539,0,4798.88152
2540,0,4599.987888
2541,0,4608.01841
2542,0,4375.48216
2543,0,4340.411163
2544,0,4227.167648
2545,0,4327.654482
2546,0,4312.561052
2547,0,4324.165813
2548,0,5245.747115
2549,0,5253.652571
2550,197.7187772,7008.736154
2551,3149.505876,8021.457289
2552,7838.009736,8385.970548
2553,11564.46811,8721.626589
2554,14353.11838,8824.733216
2555,16049.09038,8821.455183
2556,16680.97949,8528.314828
2557,16272.12143,8725.102093
2558,14853.51599,8726.227682
2559,12530.85013,8750.378488
2560,9365.608212,8777.208328
2561,5186.110632,8724.81905
2562,1144.970018,6477.003747
2563,0,6510.488387
2564,0,5420.865137
2565,0,5140.50121
2566,0,4383.15065
2567,0,4390.79281
2568,0,4324.034165
2569,0,4320.394101
2570,0,4297.981048
2571,0,4259.737336
2572,0,5153.8898
2573,0,5178.85024
2574,203.511917,6954.201016
2575,3087.291612,7956.298167
2576,7746.921012,8291.743571
2577,9753.792588,8637.582576
2578,13935.8878,8767.367648
2579,15355.35196,8877.892633
2580,14781.66259,8645.139165
2581,16402.34632,8859.995103
2582,15136.31395,8912.542358
2583,12836.08216,8910.482068
2584,7585.009356,8911.949942
2585,5251.373352,8843.808995
2586,1171.111602,6503.873081
2587,0,6475.121182
2588,0,5370.351842
2589,0,5108.721409
2590,0,4391.266742
2591,0,4433.170265
2592,0,4347.408248
2593,0,4318.202164
2594,0,4305.860174
2595,0,4271.829195
2596,0,5105.114257
2597,0,5081.147759
2598,217.2540132,6848.599661
2599,2761.042416,7910.511031
2600,7967.290032,8334.555465
2601,11888.39876,8744.632057
2602,14782.73599,8943.88772
2603,16646.15839,9050.733147
2604,17490.12988,8784.244907
2605,17137.66825,9010.172432
2606,15682.71749,9016.629761
2607,13236.00953,8997.145874
2608,9746.708148,9006.26249
2609,5272.884288,8913.872001
2610,1211.314726,6536.22555
2611,0,6550.028831
2612,0,5440.730804
2613,0,5123.591038
2614,0,4369.630412
2615,0,4394.808071
2616,0,4326.568387
2617,0,4344.117051
2618,0,4340.799524
2619,0,4316.681631
2620,0,5209.629517
2621,0,5220.088941
2622,212.7704214,6986.132211
2623,3220.2,7978.856033
2624,8035.322124,8247.490133
2625,11939.79316,8492.072164
2626,14759.67936,8617.822228
2627,16548.6078,8791.077433
2628,17289.40408,8598.22644
2629,16933.74372,8819.454135
2630,15514.94507,8823.949911
2631,13165.33687,8812.075271
2632,9758.730228,8892.913657
2633,5322.13188,8876.029816
2634,1174.935053,6513.812497
2635,0,6524.298251
2636,0,5458.700741
2637,0,5200.433911
2638,0,4459.828963
2639,0,4454.530136
2640,0,4320.920693
2641,0,4229.043631
2642,0,4146.164702
2643,0,4105.636899
2644,0,4993.299122
2645,0,4997.623756
2646,222.290406,6778.648555
2647,3299.6316,7800.091364
2648,8081.993556,8099.682465
2649,12002.11476,8355.704698
2650,14749.76114,8411.938094
2651,16496.6123,8419.231387
2652,17274.11886,8132.153417
2653,17030.00623,8334.483058
2654,15739.75796,8338.366671
2655,13370.3348,8361.326063
2656,9937.816284,8417.80959
2657,5408.132688,8393.086116
2658,1217.77874,6157.224441
2659,0,6200.924958
2660,0,5129.581017
2661,0,4872.551678
2662,0,4129.498079
2663,0,4130.676328
2664,0,4050.252632
2665,0,4048.995395
2666,0,4045.506726
2667,0,4066.866596
2668,0,4280.076935
2669,0,4262.409788
2670,245.9889312,4786.421047
2671,3243.192228,5715.308806
2672,8287.420848,5822.753231
2673,12367.30691,6619.02549
2674,14804.03225,6629.985176
2675,16458.5066,6616.550509
2676,16417.41685,6411.7788
2677,17500.06956,6368.578545
2678,16141.10222,6369.368432
2679,13200.50146,5797.529496
2680,10020.74717,5835.114968
2681,5429.600688,5551.275536
2682,1252.981967,5144.852173
2683,0,5188.394712
2684,0,4343.471976
2685,0,4344.544906
2686,0,4129.741628
2687,0,4137.469359
2688,0,4055.307911
2689,0,3938.904848
2690,0,3937.232919
2691,0,3931.479907
2692,0,4132.11129
2693,0,4131.847994
2694,280.973184,4664.324212
2695,3390.54858,4672.999808
2696,8133.79584,5248.557797
2697,11960.18776,5209.72167
2698,14695.70472,5264.789982
2699,16340.81903,5275.486373
2700,16968.56482,5268.568277
2701,16587.2502,5225.275868
2702,15249.70793,5248.768434
2703,12989.51395,5268.344475
2704,9646.989288,5086.137214
2705,5305.880604,4731.214504
2706,1220.378515,4361.257606
2707,0,4416.141611
2708,0,4243.208944
2709,0,4242.544122
2710,0,4028.524148
2711,0,4034.106019
2712,0,3954.998802
2713,0,4058.651768
2714,0,4047.047006
2715,0,4038.957243
2716,0,4922.841172
2717,0,4930.746628
2718,356.325864,6709.105558
2719,3311.159916,7723.399886
2720,7894.449108,8012.834353
2721,11754.93221,8272.16753
2722,14509.57716,8374.135402
2723,16128.3717,8400.247761
2724,16769.98582,8144.850856
2725,16350.95192,8402.551599
2726,14749.00976,8433.166316
2727,12352.47252,8422.92411
2728,9127.742772,8471.074326
2729,5008.205316,8469.487969
2730,1301.248471,6295.191429
2731,0,6319.197422
2732,0,5232.792963
2733,0,4976.283633
2734,0,4243.373503
2735,0,4247.46117
2736,0,4142.156024
2737,0,4105.347274
2738,0,4070.934516
2739,0,4065.464546
2740,0,4977.192003
2741,0,4988.698029
2742,391.8210552,6769.281808
2743,3455.446344,7790.645628
2744,8079.868224,8139.249238
2745,11860.4689,8472.522453
2746,14582.95478,8572.765738
2747,16169.26824,8589.577173
2748,16770.62986,8424.464391
2749,16268.27866,8693.717236
2750,14785.72004,8665.399775
2751,12402.72911,8666.097509
2752,9177.24798,8695.619548
2753,5102.72892,8639.18868
2754,1245.704315,6359.422434
2755,0,6366.755222
2756,0,5273.603808
2757,0,5001.796994
2758,0,4246.52647
2759,0,4247.388764
2760,0,4170.407661
2761,0,4166.036951
2762,0,4164.042485
2763,0,4157.275784
2764,0,5066.067493
2765,0,5107.701138
2766,403.9998516,6882.762289
2767,3362.4255,7913.519185
2768,7692.95046,8235.266626
2769,11354.63988,8483.350491
2770,14082.38543,8560.910845
2771,15824.87858,8620.020748
2772,16556.16454,8384.607992
2773,16299.27845,8599.503424
2774,15046.3845,8625.30641
2775,12822.87934,8653.327664
2776,9541.817556,8660.996153
2777,4719.267504,8621.073931
2778,1469.581206,6393.459996
2779,0,6422.876717
2780,0,5332.845358
2781,0,5074.795748
2782,0,4333.368001
2783,0,4333.328506
2784,0,4225.541797
2785,0,4200.081095
2786,0,4202.806206
2787,0,4216.14872
2788,0,5111.33462
2789,0,5138.177625
2790,441.0214176,6907.749058
2791,3463.282164,7981.574561
2792,7970.810784,8318.125808
2793,11631.46974,8604.677186
2794,14365.03312,8676.543769
2795,16103.79084,8676.675417
2796,16852.18679,8429.065484
2797,16605.32626,8693.822554
2798,15253.014,8675.279949
2799,12901.43075,8595.771207
2800,9523.913244,8638.030179
2801,5264.16828,8659.067512
2802,1367.629674,6412.463369
2803,0,6458.230758
2804,0,5386.636686
2805,0,5121.293783
2806,0,4361.066717
2807,0,4314.167156
2808,0,4206.110568
2809,0,4197.948399
2810,0,4175.357621
2811,0,4171.618821
2812,0,5098.966301
2813,0,5126.388556
