pv_prod_factor_tmy
0
0
0
0
0
0
0
0.0272114
0.281571
0.453327
0.5695
0.618009
0.617041
0.574942
0.464875
0.286976
0.0415534
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0893638
0.34142
0.521185
0.631405
0.692534
0.682235
0.621485
0.500822
0.0737281
0.0160551
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0920888
0.345232
0.524702
0.629492
0.678053
0.667971
0.605347
0.490258
0.309845
0.0601984
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0887855
0.334289
0.500503
0.599175
0.646861
0.639259
0.580397
0.474486
0.304499
0.0619043
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0166223
0.189171
0.273352
0.0178037
0.296468
0.0921632
0.163184
0.121993
0.143445
0.00875514
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0670626
0.289085
0.455664
0.573248
0.630454
0.631849
0.580997
0.468842
0.296814
0.0681145
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0262094
0.128096
0.000538769
0.276475
0.50308
0.62497
0.531087
0.174723
0.293412
0.0347859
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0036247
0.0223881
0.158239
0.0765523
0.093143
0.116159
0.0221574
0.00208244
0.0162933
0.0125713
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0188927
0.215742
0.465293
0.585366
0.630821
0.631167
0.369432
0.372025
0.219902
0.0360054
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0670494
0.0459393
0.146293
0.225601
0.124889
0.109877
0.0999629
0.0232467
0.00956915
0.00204302
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00443832
0.0227155
0.236725
0.277139
0.45636
0.317775
0.622411
0.280412
0.0741914
0.00625049
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0105139
0.00896555
0.0188259
0.0504456
0.0928504
0.219045
0.395549
0.340576
0.0946005
0.0285962
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0321734
0.319361
0.484634
0.600493
0.666255
0.668984
0.616828
0.506628
0.334427
0.102041
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0821703
0.321745
0.49538
0.592114
0.648437
0.651097
0.615714
0.504409
0.328983
0.0955154
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.073415
0.310615
0.499597
0.615877
0.675487
0.680172
0.414535
0.512096
0.330123
0.0283513
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0916842
0.340545
0.528008
0.644045
0.700132
0.697787
0.643596
0.535412
0.358989
0.120614
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0936712
0.345309
0.537731
0.656153
0.710955
0.704633
0.650928
0.535755
0.360414
0.128015
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0321887
0.113977
0.527871
0.635752
0.672287
0.673553
0.625477
0.524333
0.356937
0.0584891
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0918801
0.23182
0.328602
0.410622
0.553655
0.344028
0.259906
0.223313
0.0696709
0.0308842
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0974019
0.342904
0.521335
0.624299
0.674993
0.671772
0.616569
0.513909
0.352136
0.130012
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0437093
0.24061
0.439704
0.278129
0.52295
0.367185
0.479438
0.475172
0.1699
0.0347478
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0339488
0.31049
0.27673
0.613968
0.674773
0.682527
0.63925
0.531563
0.362635
0.134514
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0850355
0.313401
0.279891
0.491254
0.665623
0.678823
0.630987
0.524117
0.357889
0.120056
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00301767
0.0210796
0.00802286
0.396949
0.477274
0.352742
0.667714
0.287388
0.379126
0.0738472
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.04929
0.336383
0.374445
0.629577
0.695095
0.523445
0.656146
0.55324
0.38474
0.149269
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0066737
0.0773422
0.0203985
0.455687
0.0177779
0.00723276
0.268903
0.419069
0.374481
0.138802
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0330536
0.266041
0.271757
0.637663
0.698048
0.701369
0.488295
0.315761
0.219165
0.0885439
0
0
0
0
0
0
0
0
